Title,Summary,Company,Location,Salary
"Senior Manager, Analytics and Enablement",The Global Analytic Methodology Center (GAMC) within Scaled Analytics provides global support and is the custodian of mature advanced analytics methodologies...,Pfizer,"New York, NY 10017 (Midtown area)",Not available
"Director, Analytics Capabilities",It works closely with analytics and data scientists as well as Product and Technology teams to support growth with Data....,DISNEY,"New York, NY 10036",Not available
"Sr. Analyst, Commercial Effectiveness, Business Planning and...","927 million. That’s how many lives our products touched in 2017. And while we’re proud of that, in this world of digital and technological transformation, we...",Novartis,"East Hanover, NJ",Not available
Business Insights & Analytics Rotational Development Program,A minimum of two-three years of relevant business analytics experience preferred. Associates gain experience in the development of business insights & analytics...,Bristol-Myers Squibb,"Princeton, NJ 08540",Not available
VP Marketing Analytics,"This role is expected to integrate marketing performance data, consumer subscriptions data, and analytics to help the marketing organization make smarter,...",DISNEY,"New York, NY 10036",Not available
Head of Asset Analytics & Insights,"Extensive data & analytics background. As the Head of Asset Analytics & Insights, you are an experienced proven leader with deep technical and financial...",CVS Health,"Cumberland, RI",Not available
Predictive and Prescriptive Analytics Principal,Good understanding of third party analytic tools. Driving the adoption of analytics in decision making. Defining and driving the analytics strategy and modeling...,Verizon,"Morristown, NJ 07960",Not available
Staff Officer - Entry to Experienced Level,"$45,972 - $73,105 a year


                            The ideal candidate is someone with a desire for continual learning and who possesses strong communication (oral and written), problem-solving, analytic,...",National Security Agency,"Fort Meade, MD","$45,972 - $73,105 a year"
Jr. Data Analyst,"Our client, a top international Pharmaceutical/CPG manufacturer, is currently seeking a Jr. Data Analyst for a 12+ month contract position. The position is...",Kelly Services,"Piscataway, NJ 08854",Not available
"SVP, Retail Card Analytics","Experience in Analytics leadership roles, preferably with responsibility for multiple analytics functions. Manage and develop retail card Analytics Leaders and...",Synchrony,"Stamford, CT","$150,000 - $300,000 a year"
B2C Strategy and Analytics Opportunities,"Manager, Strategy and Analytics:. Senior Analyst, Strategy and Analytics:. Opportunities on the B2C Strategy and Analytics Team include:....",Wayfair,"Boston, MA 02116 (South End area)",Not available
VP Content & Product Analytics,This position will deliver analytics and insights to advance our understanding of customer engagement and content performance across our products....,DISNEY,"New York, NY 10036",Not available
Strategy and Analytics Specialist,"The Strategy and Analytics Specialist reports to the Business Development Manager, Customer Service. Want to innovate to make life simpler?...",Volvo,"Rockleigh, NJ 07647",Not available
Associate Director Analytics and PMO,Proven analytics experience in pharma and proven working experience in a large global company. Teva is a global pharmaceutical leader and the worlds largest...,SAIC,"Troy Hills, NJ",Not available
Full Time opportunities for students and recent graduates: B...,"As a business program manager, you will have the opportunity to work on a variety of different projects leveraging your diverse skillset across sales, marketing...",Microsoft,United States,Not available
"Director, Content Analytics","Hands-on analytics, data science or digital analytics. The Global Business Intelligence Team is a core part of Audible’s mission to unleash the power of the...",Amazon.com,"Newark, NJ",Not available
Healthcare Data Analyst Coligo Care,"Position utilizes data available from various sources including commercial payor portals, analytics vendors and software programs to identify improvement...","Valley Health System of Ridgewood, NJ","Paramus, NJ 07653",Not available
"Consultant, Strategy & Analytics, Strategy","Creating clear, effective, and detailed deliverable content, including written, visual, and oral deliverables, which are informed by research, analytics, and...",Deloitte,"New York, NY 10004 (Financial District area)",Not available
LCAT: Business Analyst,"$152,760 a year


                            *Sub-Title: Medical Liaison Officer Experience and/or Certifications Required  Preferred: DAU Program Management Level III certification, or its...","GEM Technology, Inc.","Fort Detrick, MD","$152,760 a year"
VP: Reporting & Analytics Report Development,"Experience in Analytics functions. Global Reporting, Tools & Analytics (GRA) is part of the Global Consumer Business Operational Risk & Control (CBORC)...",Citi,"Wilmington, DE 19894",Not available
Application Security Manager,Proven experience and understanding of security analytics. Job Description Summary....,Becton Dickinson & Company,"Franklin Lakes, NJ 07417",Not available
Business Analytics Manager,"Pfizer Business Analytics is comprised of three distinct analytic groups:. Strong analytic, problem-solving and quantitative skills;...",Pfizer,"New York, NY 10017 (Midtown area)",Not available
Entry Level Business Analyst,We are looking for Recent Graduates for Entry Level Business Analyst Position. The Business Analyst role will focus on defining/refining business requirements...,Rootliquids,"Jersey City, NJ","$68,000 - $72,000 a year"
"Assistant Manager, Digital Analytics & Reporting","A certification in Google Analytics is preferred or other Web Analytics platform (Adobe) preferred. 4-6 years of experience in business intelligence, marketing...",Bayer,"Whippany, NJ",Not available
SR MGR NP AND BD ANALYTICS IMMUNOLOGY,"Responsibilities include market research, forecasting and secondary data analytics. Update and manage content on the Business Analytics IPad application....",Johnson & Johnson Family of Companies,"Titusville, NJ",Not available
Senior Business Analyst,"Also prefer experience in SAP with focus on data analytics, data mining, and dashboard construction. Follow processes and procedures to support, streamline, and...",Stryker,"Mahwah, NJ",Not available
Insights and Analytics Senior Specialist,"The Insights and Analytics Sr Specialist will be responsible for accurate data collection, processing, modeling, and analysis....",Cigna,"Bloomfield, CT 06002",Not available
Data Science Analyst,"This role will require strong partnership with regional and functional analysts to develop, and execute, various reporting, analytics, and dashboard initiatives...",Thermo Fisher Scientific,"Fair Lawn, NJ 07410",Not available
Vice President - Insight and Analytics Job,"Reporting into this position are the Diabetes Insights & Analytics leads, Associate Director Obesity Insights & Analytics, Director Biopharm Insights &...",Novo Nordisk,"Plainsboro, NJ",Not available
Analysis and Planning Consultant (HR Analytics Consultant),Penn State Human Resources is searching for an HR Analytics Consultant to join the newly formed Operational Excellence team....,Penn State University,"University Park, PA",Not available
Program Manager - Entry Level,"$45,972 - $73,105 a year


                            PMs leverage their expertise from a variety of areas (e.g., computer science, systems engineering, infrastructure and logistics, intelligence and language...",National Security Agency,"Fort Meade, MD","$45,972 - $73,105 a year"
"Analyst, Digital Marketing Analytics","$75,000 - $95,000 a year


                            Familiar with Web Analytics tools, such as Adobe SiteCatalyst, Google Analytics. Liberty Mutual has built one of the industry’s leading Digital Marketing...",Liberty Mutual,"Boston, MA","$75,000 - $95,000 a year"
Intern - Data Science,"The Safety Analytics team is looking for a Data Science Intern to join our team who will perform statistical data analysis, data mining, and optimizations using...",CPS Energy,"San Antonio, TX 78205 (Downtown area)",Not available
"Analytics, Baseball Analytics","Analyst, Baseball Analytics*. Deep passion for baseball and baseball analytics. Master’s Degree in Statistics, Analytics, Operations Research, Mathematics,...",Baltimore Orioles,"Baltimore, MD 21201 (Downtown area)",Not available
Associate Director US Innovative Medicines Analytics,7+ years of experience developing and using advanced analytics and reporting techniques in the pharmaceutical industry....,Bristol-Myers Squibb,"Township of Lawrence, NJ 08648",Not available
VP of Data Analytics and Reporting,"The VP, will influence and provide expertise on HIPAA Privacy / Compliance, Strategy, and other data functions across the organization by establishing the...",Asembia LLC,"Florham Park, NJ",Not available
Data Analytics (Remote/Travel),Data Analytics (Remote/Travel). Teksouth has a current need for a REMOTE Desktop Analytics Developer. Excellent opportunity to take your career to the next...,Teksouth Corporation,United States,Not available
OFG - Sr Manager Portfolio Analysis and Reporting - Pfizer C...,"Undergraduate degree required (Finance, Marketing, Business, Science, or Data Analytics); Experience in supporting portfolio & pipeline management or data...",Pfizer,"Madison, NJ 07940",Not available
"Director, PSS Analytics & Effectiveness (Migraine)","Rapidly problem solve and resolve data and performance issues for Franchise PSS Analytics as needed, working closely with IT, DS&E, Analytics, Sales & Marketing...",Novartis,"East Hanover, NJ",Not available
"Manager, Data Strategy & Analytics","1-4 years of experience data management or healthcare analytics. Collaborates closely with other Business Insight & Analytics groups (including Analytics,...",Bristol-Myers Squibb,"Princeton, NJ 08541",Not available
"Senior Manager, Scaled Analytics - Americas","The Scaled Analytics - Americas team is a regionally-focused BA team that utilizes advanced analytic techniques to address key business questions, provide...",Pfizer,"New York, NY 10017 (Midtown area)",Not available
Business Analytics Lead Analyst - Operations Intelligence,"The Business Analytics Lead Analyst may also assist with key Service Operations functional tasks such as ticket prioritization, audit readiness as well as AEP...",Cigna,United States,Not available
Manager Business Solutions - Partnership Analytics,"The Manager, Business Solutions-Partnership Analytics will work closely with the Account Management and Sales teams to deliver solutions for all analytics...",The Madison Square Garden Company,"New York, NY 10121 (Chelsea area)",Not available
"Director, Advanced Analytics","Experience with advanced analytics tools (R, SAS, Python), “big data” technologies, and advanced analytics techniques....",Teva Pharmaceutical Industries Ltd.,"Parsippany, NJ 07054",Not available
"Associate Director, Compliance, Data Strategy & Analytics -...","Merck & Co., Inc. Kenilworth, N.J., U.S.A. known as Merck in the United States and Canada, is a global health care leader with a diversified portfolio of...",MSD,"Kenilworth, NJ",Not available
Data Science Statistian,Proficiency with analytics software and solutions is required. The Data Science Statistician is responsible for statistical analytic efforts of for research and...,Holy Name Medical Center,"Teaneck, NJ",Not available
"Manager, Patient Experience Analytics","Demonstrated history of driving and delivering analytics models and solutions. The Manager, Patient Experience Analytics will be a hands on data scientist who...",Hackensack University Med Cntr,"Hackensack, NJ",Not available
Strategic Planning and Insights Lead,Experience with analytics and a data-driven approach to plans and solutions. By applying to this position your application is automatically submitted to the...,Google,"New York, NY 10011 (Chelsea area)",Not available
"SVP, Data Strategy and Analytics","Analytics (including reporting). SVP, Data Strategy and Analytics. This position is responsible for driving business performance results related to the overall...",Magellan Health,"Branchburg, NJ 08876",Not available
Analytics Tagging Specialist,"This role requires hands-on experience with Adobe (formerly Omniture) Analytics tools, DTM and Tealium. 2+ years’ experience implementing Adobe web analytics...",DISNEY,"New York, NY 10036",Not available
Associate Director Analytics and PMO,Proven analytics experience in pharma and proven working experience in a large global company. Responsible for driving proper reporting of operational KPIs for...,Teva Pharmaceutical Industries Ltd.,"Parsippany, NJ 07054",Not available
"Associate Director, Compliance, Data Strategy & Analytics -...","Requisition ID: COM000751 Merck & Co., Inc. Kenilworth, N.J., U.S.A. known as Merck in the United States and Canada, is a global health care leader with a...",Merck USA,"Kenilworth, NJ",Not available
C&ORC Data Strategy Analyst,"An understanding of data management, data governance and analytics. Do you see data as an asset and understand the importance data plays within the business...",UBS,"Jersey City, NJ 07310 (Downtown area)",Not available
Manager People Practices Reporting & Analytics,"The Manager, People Practices Reporting and Analytics will be responsible for the critical management of all Human Resources (People Practices) analytics and...",The Madison Square Garden Company,"New York, NY 10121 (Chelsea area)",Not available
Senior Data analytic Consultant,"Deploying data analytic platforms:. Data analytics technologies(BI, Machine Learning):. Expertize in programmatic analytics (online or DOOH)....",EarlyConnect,"Ridgefield Park, NJ","$7,700 - $8,900 a month"
"Analyst, Marketing & Business Analytics","The Analyst, Marketing & Business Analytics is responsible for supporting the Commercial IMS reporting and analysis process....",Par Pharmaceutical an Endo International Company,"Chestnut Ridge, NY",Not available
"Analyst, Baseball Analytics","Assistant GM, Analytics. Deep passion for baseball and baseball analytics. Master’s Degree in Statistics, Analytics, Operations Research, Mathematics, Computer...",Baltimore Orioles,"Baltimore, MD 21201 (Downtown area)",Not available
"Director, Sports Analytics",Hire and evaluate performance of the Analytics team members. The Director will educate and work with ESPN Production teams on using these analytics in...,ESPN,"Bristol, CT",Not available
Research Manager - People Analytics - Bersin,Research Manager - People Analytics - Bersin. An established network and positive brand in the Employee Experience or People Analytics space....,Deloitte,"Parsippany, NJ",Not available
"Manager, Analytics/Insights",3+ Years building reporting and analytic tools. Manage day-to-day activities of two analysts and key analytic vendors....,"Giant Eagle, Inc.","Pittsburgh, PA 15238",Not available
Marketing Analytics,"3+ years experience analyzing digital marketing performance with best-in-class web analytic tools (Google Analytics, Adobe, Webtrends, CoreMetrics, etc)....",JP Morgan Chase,"Jersey City, NJ 07310 (Downtown area)",Not available
"Administrative Assistant, Analytics",Facebook is seeking an experienced Administrative Assistant to support our VP of Analytics and Director of Analytics....,Facebook,"Menlo Park, CA",Not available
"Manager, Marketing Analytics & Insights","Power user of Omniture, Google Analytics, Tableau, Excel, and other BI tools. 3 – 5 years with experience with analytics in an ecommerce environment....","J.Crew Group, Inc.","New York, NY 10003 (Greenwich Village area)",Not available
Data Analytics (Entry Level),"Familiarity with web analytics (Google Analytics, Site Catalyst), statistical packages (SAS, R), and visualization tools (Qlikview, Tableau)....",Paypal,"San Jose, CA",Not available
"Analyst, Promotion Data & Analytics",Overview Sony Music Entertainment is a global recorded music company with a roster of current artists that includes a broad array of both local artists and...,Sony Music Entertainment,"New York, NY 10010 (Gramercy area)",Not available
Senior Analytics Analyst,The Senior Analytics Analyst will use a broad understanding of the business strategic needs to drive analytics efforts across disciplines and subject areas for...,AbbVie,"Lake County, IL",Not available
Analyst - GCI Analytics - University Students,"You’ll work with GC Analytics (GCI), by McKinsey, in Atlanta. Currently enrolled in an undergraduate or masters university program with planned graduation date...",McKinsey & Company,"Atlanta, GA 30318 (Rockdale area)",Not available
P2P and Budget Analyst,"Perform advanced budget analytics that include trending, seasonality and de-seasonality projections, respectively....",BMW of North America LLC.,"Woodcliff Lake, NJ 07677",Not available
Data Science Consumer Products & Retail- Specialist Master,"Analytics and Cognitive. As part of Deloitte’s Strategy and Analytics talent group, Analytics & Cognitive is the premier data-powered and platform-enabled...",Deloitte,"Philadelphia, PA 19103",Not available
Corporate Governance Analytics Senior Specialist,"As a Corporate Governance Analytics Senior Specialist, you will:. Experience working with data analytics and reporting software is required....",Johnson & Johnson Family of Companies,"New Brunswick, NJ",Not available
"Sr. Manager, Integrated Analytics – Franchise Strategy & Sol...","Integrated analytics, finance, market research, business intelligence and/or forecasting. Manager, Integrated Analytics Franchise Strategy & Solutions,...",Johnson & Johnson Family of Companies,"Titusville, NJ",Not available
Business Insights and Analytics Resource Manager,"Work directly with Finance, BD and other analytics groups to inform ad hoc planning, in-licensing, acquisitions and divestitures....",Bristol-Myers Squibb,"Princeton, NJ 08540",Not available
Consultant Reporting and Speech Analytics,Intermediate Data Analytics. Consultant Reporting and Speech Analytics. Works with various work streams to formulate solutions based on outcomes of reporting...,MasterCard,Missouri,Not available
Pharma Data Analytics Specialist,Data Integration/Business Analytics domain experience. Pharma Data Analytics experience - primary skillset. Cognizant has immediate openings for a Pharma Data...,Cognizant,"East Hanover, NJ",Not available
Analytics Implementation Specialist,"Implementation and maintenance of our internal and third-party analytics platforms, including Adobe Analytics, Adobe Launch, Google Analytics, Adobe Target,...",DISNEY,"New York, NY 10036",Not available
Senior Consultant - Intelligence and Analytics (Advito),"Senior Consultant - Intelligence and Analytics (Advito). This position is responsible will join BCD Travel's consulting team, Advito, and will assist with the...",BCD Travel,United States,Not available
"Strategy and Analytics - Retail Manager, Consumer and Indust...","Strategy & Analytics. Strategy and Analytics - Retail Manager. The Consumer industry is focused on serving the changing consumer, who has rapidly evolving needs...",Deloitte,"Philadelphia, PA 19103",Not available
"Associate, Qualitative Analytics","The Associate, Qualitative Analytics reports to the Senior Manager, Data Strategy and Analytics. The Associate, Qualitative Analytics will be based out of a...",New Leaders for NS,"Newark, NJ",Not available
Researcher,"$55,000 a year


                            Real Capital Analytics is excited to offer an opportunity to join its Research team based in San Jose, CA. Real Capital Analytics is an independent research...",Real Capital Analytics,"Campbell, CA 95008","$55,000 a year"
Associate Director Analytics and PMO,Proven analytics experience in pharma and proven working experience in a large global company. Responsible for driving proper reporting of operational KPIs for...,Teva Pharmaceutical Industries Ltd.,"Parsippany, NJ 07054",Not available
Corporate Governance Analytics Senior Specialist,"As a Corporate Governance Analytics Senior Specialist, you will:. Experience working with data analytics and reporting software is required....",Johnson & Johnson Family of Companies,"New Brunswick, NJ",Not available
"Vice President, Global Data Analytics & Reporting Lead","Vice President, Global Data Analytics & Reporting LeadLocation:. Company Profile Morgan Stanley is a leading global financial services firm providing a wide...",Morgan Stanley,"New York, NY",Not available
"Manager, Global Oncology Insights & Analytics","As Manager, Global Oncology Insights & Analytics you will be an integral member of a high-performing, cross-functional team accountable for the successful...",GlaxoSmithKline,"Upper Providence, PA",Not available
Deloitte Global- Data Scientist,"Deloitte leads with purpose, solving complex issues for our clients and communities. Across disciplines and across borders, Deloitte Global supports our...",Deloitte,"Glen Mills, PA 19342",Not available
Analytics Advisor,The Analytics Scientist/Consultant will partner and consult with internal and external departmental stakeholders to identify opportunities to apply analytic...,Hackensack University Med Cntr,"Hackensack, NJ",Not available
"Senior Data and Reporting Professional, Clocktower",Experience in a system analytics and/or data warehousing environment. The Senior Data and Reporting Professional generates ad hoc reports and regular datasets...,Humana,United States,Not available
"Associate, Qualitative Analytics","The Associate, Qualitative Analytics reports to the Senior Manager, Data Strategy and Analytics. The Associate, Qualitative Analytics will be based out of a...",New Leaders for NS,"Newark, NJ",Not available
"Consultant, Strategy & Analytics, Analytics & Cognitive","Architect for streaming log data analytics using AWS. Deloitte Consulting LLP seeks a Consultant, Strategy & Analytics, Analytics & Cognitive in Dallas, TX and...",Deloitte,"Dallas, TX 75230 (North Dallas area)",Not available
"Strategy and Operations Data Scientist , Go-to-Market","The Global Reporting and Analytics team provides business critical insights using analytics, ensures cross-functional alignment of goals and execution and helps...",Google,"Mountain View, CA",Not available
Senior Consultant - Intelligence and Analytics (Advito),"Senior Consultant - Intelligence and Analytics (Advito). This position is responsible will join BCD Travel's consulting team, Advito, and will assist with the...",BCD Travel,United States,Not available
"IS Service Manager, BI & Analytics","IS Service Manager, BI & Analytics:. The IS Service Manager, BI & Analytics will be responsible for ensuring all BI & Analytics platforms/applications achieve...",Stryker,"Allendale, NJ 07401",Not available
Business Insights and Analytics Resource Manager,"Work directly with Finance, BD and other analytics groups to inform ad hoc planning, in-licensing, acquisitions and divestitures....",Bristol-Myers Squibb,"Princeton, NJ 08541",Not available
"Analytics, Director","Work with technical partners to develop a Joint Analytic Dataset, enabling many analytic use cases across the enterprise....",CVS Health,"Woonsocket, RI",Not available
"Senior Manager, Insights & Analytics","5+ years analytics, research or insights experience. Hearst Digital Media is seeking a Senior Manager, Insights & Analytics....",Hearst Magazines,"New York, NY",Not available
"Specialist Senior, Strategy & Analytics, Analytics & Cogniti...","Deloitte Consulting LLP seeks a Specialist Senior, Strategy & Analytics, Analytics & Cognitive in Charlotte, NC and various unanticipated Deloitte office...",Deloitte,"Charlotte, NC",Not available
"Specialist Master, Strategy & Analytics, Analytics & Cogniti...","Customize data models relating to Procurement and Spend Analytics, including Purchase Cycline lines, Orders, and Accounts Payables Analytics using Kimball...",Deloitte,"New York, NY 10004 (Financial District area)",Not available
Sr Director - Data & Analytics-SPB,Ability to work with cross-functional teams to drive operationalization of analytic products and help teams to transform processes through analytics....,General Electric,"Fort Worth, TX 76177",Not available
"Senior Analyst, Product Analytics","Experience with reporting and analysis with a major web analytics tool such as Omniture or Google Analytics. The ideal candidate is proficient in SQL, digital...",Conde Nast,"New York, NY 10007 (Financial District area)",Not available
"Global Head, Strat Insights & Analytics","Minimum 10 years of market research & analytics experience. Elevate Business Analytics, worldwide forecasting and business optimization....",Novartis,"East Hanover, NJ",Not available
Data Analyst,"As a Data Analyst I in the Nike Sports Research Lab, you'll be responsible for sustaining and supporting the data-driven capabilities that keeps the lab...",NIKE INC,"Portland, OR",Not available
Analytics Specialist,"The Analytics Specialist will work closely with the Director of Data Analytics to provide data analytics, modeling, and performance tracking that includes...",Teknicks,New Jersey,Not available
Deputy Director - Commercial Data Science & Analytics Pharma...,"Proven track record of professional success in analytics roles. The primary responsibilities of this role, Deputy Director - Commercial Data Science & Analytics...",Bayer,"Whippany, NJ",Not available
"Data Scientist, Retention","The Data Scientist is a critical position within DSS and in the Data organization who specializes in applying machine learning methods to meet optimization,...",DISNEY,"New York, NY 10036",Not available
Data Analyst,"Develop basic reports and analyses with direction from Sr Specialists, Analytics Leaders and Managers. The Operations Analysis & Performance (OAP) team provides...",Delta Air Lines,"Atlanta, GA",Not available
"Senior Manager, Data Analytics & Business Planning - ETHICON","Extensive knowledge of analytics and technology, with demonstrated expertise and knowledge in supporting business data / analytics needs....",Johnson & Johnson Family of Companies,"Somerville, NJ",Not available
"Director, Scaled Analytics - Americas","The Scaled Analytics - Americas team is a regionally-focused BA team that utilizes advanced analytic techniques to address key business questions, provide...",Pfizer,"New York, NY 10017 (Midtown area)",Not available
"Director, Clinical Analytics","The Director of Clinical Analytics will be a hands on leader that assists the Vice President of Quality Measurement, the Director of Data Science and...",Hackensack University Med Cntr,"Hackensack, NJ",Not available
"Corporate - Forecasting & Capital Solutions, Business Analyt...","F3 is an enterprise-wide forecasting and analytical platform that aims to provide a one-stop shop for forecasting and analytics, with robust controls and...",JP Morgan Chase,"Jersey City, NJ 07310 (Downtown area)",Not available
Data Analytics & Reporting Specialist,Act as a consultant and subject matter expert within the organization and at meetings related to data analytics team....,Summit Medical Group,"New Providence, NJ",Not available
Manager - Sourcing Analytics & KPIs,"Purpose and Scope: To serve in a senior analytical role on the Sourcing Operations team, responsible for managing multiple processes related to savings...","J.Crew Group, Inc.","New York, NY 10003 (Greenwich Village area)",Not available
"Director, Strategy and Analytics",CVS Health is focused on driving multi-million dollar enterprise-wide growth and has developed a clearly defined strategy for the future. Leading the...,CVS Health,"Woonsocket, RI",Not available
"Principal Consultant, Insights and Analytics (Director)","O Business Analytics. Statistics, analytics, mathematics) or in life science (e.g. Past work reflects a track record of operational excellence in Commercial...",Novartis,"East Hanover, NJ",Not available
"Manager, Strategy & Analytics, Analytics & Cognitive","Deloitte Consulting LLP seeks a Manager, Strategy & Analytics, Analytics & Cognitive in Boston, MA and various unanticipated Deloitte office locations and...",Deloitte,"Boston, MA 02116 (South End area)",Not available
Analyst- Global Business Analytics,"1-2 years’ demonstrable experience in reporting and analytics role; Help prepare materials for ad hoc projects, including developing focused analytics,...",Neuberger Berman,"New York, NY 10004 (Financial District area)",Not available
Consumer Business Development Summer Analyst - 2019,"Johnson & Johnson Consumer Products Group, Inc. is recruiting for a 2019 Consumer Business Development Summer Analyst. Our purpose in Consumer is helping...",Johnson & Johnson Family of Companies,"New Brunswick, NJ",Not available
"SVP, Marketing Insights & Analytics","Previous experience in analytics and/or finance needed; Strong analytical background, ideally with experience in marketing analytics and/or segmentation....",Citi,"Wilmington, DE 19894",Not available
"Associate Director, Forecasting","Uses quantitative analytics in support of tactical and strategic decision making. The Associate Director, Forecasting provides forecasts, analysis, and...",Teva Pharmaceutical Industries Ltd.,"Parsippany, NJ",Not available
Financial Analyst,Provide analytic support for rebate contact negotiations. The Financial Analyst works closely with the Manager– Financial Analysis to provide financial support...,Express Scripts,"Franklin Lakes, NJ 07417",Not available
"Associate Director, Forecasting, Analytics & IC",Pharmaceutical sales force analytics or data management. Deploy and administer dashboards that provide business and product level analytics....,Amneal Pharmaceuticals,"Bridgewater, NJ 08807",Not available
"Analytics Lead, Google Play","Experience in utilizing advanced analytics to drive complex operational and strategic initiatives, while interacting with multiple business leads or Product...",Google,"Mountain View, CA",Not available
Intern - Quantitative Analyst (Summer),Assist with analytic and evaluation efforts. Assist project team members in conducting quantitative analysis based on stated goals and preferences including...,Children's Healthcare of Atlanta,"Atlanta, GA 30341",Not available
"Director, USB Analytics and Strategy","Experience using research and analytics to improve an operation is highly desirable. Under the direct supervision of the Deputy Commissioner for USB, the...",New York City TAXI & LIMOUSINE COMMISSION,"New York, NY","$60,403 - $80,000 a year"
Analytics & Insights Data Analyst,"High-growth analytics or operations experience. Experience working in a support environment (contact management analytics, Zendesk API familiarity, etc.)....",Uber,"Boston, MA 02114 (Back Bay-Beacon Hill area)",Not available
Business Analytics Manager (Supply Chain),"Owns the Supply Chain I&A Analytics and Data plan for the market (working with the country Analytics Manager), including landing of existing analytics products...",Unilever,"Englewood Cliffs, NJ",Not available
"Senior Analyst, Category Reporting & Analytics","The Senior Analyst will serve as a liaison between Category Reporting & Analytics, Financial Planning and Demand Planning to aggregate financial sales, margin...",Tiffany & Co.,"New York, NY 10261 (Murray Hill area)",Not available
Director of Analytics,Work with the technical leadership to shape the technical direction of the Analytics module for consistent data modeling and enhanced analytics leveraging...,Turbonomic,"Manhattan, NY",Not available
"Director, IT - Analytics",Set foundational strategy for analytics and create a Data & Analytics Community of Excellence. Establish and oversee IT analytics to shape the analytics...,Ralph Lauren,"Lyndhurst, NJ 07071",Not available
"Global Insights Director, Brand Building","The Global Insights Director, Brand Building is a key leadership role within our Strategy, Insights, and Analytics (SIA) function to lead the advancement of...",Mondelez International,"East Hanover, NJ 07936",Not available
