Title,Summary,Company,Location,Salary
SIGNALS INTELLIGENCE ANALYST,"A signals intelligence analyst examines foreign communications/activity and relays that information by producing combat, strategic and tactical intelligence...",UNITED STATES ARMY,"Seattle, WA 98125 (Victory Heights area)","$40,000 - $80,000 a year"
Business Intelligence Analyst,The Business Intelligence Analyst will be responsible for completing profit-driven analysis to provide recommendations on how to increase profits and efficiency...,ReachMobi,"Philadelphia, PA 19123 (Poplar-Ludlow-Yorktowne area)",Not available
Business Intelligence Analyst II,"At the City of Plano, our values make us who we are and guide us as we SERVE our city. As members of Team Plano, our organizational Values (what is most...","City of Plano, Texas","Plano, TX","$74,746 a year"
Business Intelligence Analyst,"$40,000 - $50,000 a year


                            Experience in compiling statistical business reports. Bachelor's degree in Business Administration or related degree with emphasis in data mining, information...","TURA, Inc.","Muncy, PA 17756","$40,000 - $50,000 a year"
Senior Business Intelligence Analyst,"Knowledge of industry standard Business Intelligence (BI) solution tools, such as:. 5 years of successful experience in a healthcare business intelligence...","CARTI, Inc.","Little Rock, AR",Not available
Business Intelligence Analyst,"Professional experience in a business environment as a Data Scientist, Machine Learning engineer or comparable analytical position....","The Jockey Club Information Systems, Inc.","Lexington, KY 40503 (Southland-Deerfield-Open Gates area)",Not available
Business Process Analyst,We have an exciting opportunity as a Business Process Analyst to further develop both SAP and BI to support business requirements and deliver the Global IT grid...,Colgate-Palmolive,"Piscataway, NJ 08854",Not available
Business Intelligence Analyst,As a Business Intelligence Analyst within Cerner's Data Management & Analytics Professional Services you are part of the Consulting Advancement Team and have...,Cerner Corporation,"Kansas City, MO 64116",Not available
Prototype Analyst - Ops Intelligence,"Bachelors in Supply Chain, Business, Economics, Computer Science, Engineering or related field or relevant experience in business analyst/data analyst...",TARGET,"Minneapolis, MN",Not available
Business Intelligence Analyst,"JOB FAMILY SUMMARY: Develops, analyzes and models operational, economic, management, accounting and other organizational data. Recommends solutions to new and...",McKesson,"Scottsdale, AZ 85262",Not available
Business Intelligence Analyst,"The UNC System Office Data and Analytics team located in Chapel Hill, NC is hiring a Business Intelligence Analyst to provide decision support for System...",UNC System Office,North Carolina,Not available
Business Intelligence Analyst - Development,"Administration, Business, Finance. Assists with creating business insights through world class, real time, analytical tools and approaches....",Mayo Clinic,"Rochester, MN 55901",Not available
Intelligence Analyst (Mid level),ARMA Global is seeking a self-starter Data Aggregation and Mitigation Support Specialist that performs work in a small team capacity and can support a dynamic...,General Dynamics Information Technology,"Tampa, FL 33621 (MacDill AFB area)",Not available
35F10 Intelligence Analyst Course Instructor,"Trains military personnel on the 35F MOS by utilizing various forums of instruction, such as formal classroom training courses , course facilitation, CBT's,...",General Dynamics Information Technology,"Fort Huachuca, AZ 85613",Not available
18-21-S - Intelligence Analyst 3,Providing intelligence support to cases being pursued by criminal investigators; All submissions must be received no later than close of business on the closing...,NJ Office of Homeland Security & Preparedness,"Township of Hamilton, NJ",Not available
Business Intelligence Analyst,Business Intelligence Analyst. 2 years' professional experience working in Business Intelligence related role....,Sony Interactive Entertainment PlayStation,"San Francisco, CA",Not available
Business Intelligence Analyst,Business Intelligence Analyst – Heavy Power BI Focus. Growing company looking for a collaborative Business Intelligence Analyst to join our in-house team....,CKS Financial,"Chesapeake, VA 23320 (Greenbrier West area)",Not available
Business Intelligence Analyst,"Exposure to Business Intelligence or similar tools for data prep, blending and shaping for insight and analysis....",Covia Corp,"Charlotte, NC",Not available
Intelligence Analyst I,Bachelor’s Degree in Intelligence Studies and 3 years of intelligence analysis experience OR; Provide intelligence analysis support in identifying foreign...,ABSc,"Linthicum, MD",Not available
Business Intelligence Analyst,"BUSINESS INTELLIGENCE ANALYST - WALMART. The Business Intelligence Analyst–Walmart is responsible for managing the reporting, analysis, and recommendations...",Crayola,"Bentonville, AR",Not available
Business Intelligence Analyst,"Experience in compiling statistical business reports. Bachelor's degree in Business Administration or related degree with emphasis in data mining, information...","TURA, Inc.","Muncy, PA 17756","$40,000 - $50,000 a year"
Business Intelligence Analyst,"Work within the Information Technology Department on development of COGNOS business intelligence applications, TM1 forecasting and budgeting application and...",Rumpke,"Cincinnati, OH 45251",Not available
Business Intelligence Analyst Intern,"Business Intelligence Analyst Intern (Vulcan Finance). Junior undergrad currently pursuing a bachelor’s degree in Finance, Business, Information Systems,...",Vulcan Inc.,"Seattle, WA 98104 (First Hill area)",Not available
Intelligence Analyst,"The intelligence analyst is primarily responsible for the analysis, processing and distribution of strategic and tactical intelligence....",UNITED STATES ARMY / ARMY RESERVE,"Manassas, VA 20109","$30,000 - $70,000 a year"
Business Intelligence Associate Analyst,"Bank Mobile is seeking a Business Intelligence Associate Analyst. Business Intelligence (BI) Associate Analysts, analyze, create specifications, build, test,...",Customers Bank,"New Haven, CT",Not available
Sr Business Intelligence & Rptg Analyst (US),"5+ years of relevant experience from a business administration, statistical, mathematical, scientific or financial background....",TD Bank,"Mount Laurel, NJ",Not available
"Business Operations and Strategy Associate, Google Fiber","Management consulting, investment banking, business intelligence, or corporate strategy. Expand engagement with teams across Google Fiber to capture new...",Google Fiber,"Durham, NC",Not available
Data Analyst,"$78,000 a year


                            Under the general direction of the Express Lanes Supervisor, the Express Lanes Data Analyst, is an analytical position primarily responsible for leading...",Faneuil,"San Francisco, CA","$78,000 a year"
Open Source Intelligence Analyst (SOCFWD-Africa),"(2) Operates intelligence systems and intelligence analysis systems. Open Source Intelligence (OSINT) Analyzes and integrates intelligence data, plans, or...",CSG Solutions,"Fayetteville, NC",Not available
Data Analyst,"A degree focus in STEM, statistics, computer science, finance or business is preferred. Work closely with functional area owners to understand business...",Darn Tough Vermont / Cabot Hosiery Mills,"Northfield, VT",Not available
Security Intelligence Analyst,"As we expand into more international locations and continuously innovate, AWS is seeking an experienced and self-motivated Security Intelligence Analyst (Intel...",Amazon.com,"Herndon, VA",Not available
Bus Intelligence Analyst Sr,"Sr Business Intelligence Analyst. 5+ years’ experience in Business Intelligence. Today, every business is a technology business....","Insight Enterprises, Inc.","Tempe, AZ 85283",Not available
Business Intelligence Analyst I,"This position is responsible for sourcing, exploring and analyzing available data to generate new ideas and challenge thinking, solve business problems, and...",Great Clips Inc.,"Bloomington, MN",Not available
Criminal Intelligence Analyst,Collects and compiles criminal intelligence information and statistics to generate intelligence data for support in investigations through personal contact (e.g...,Arizona Department of Public Safety,Arizona,"$46,313 - $61,877 a year"
Crime Intelligence Analyst,Performs intelligence analysis. The Crime Intelligence Analyst is expected to support the Austin Regional Intelligence Center’s (ARIC) partner agencies by...,City of Austin,"Austin, TX 78702 (Rosewood area)",$21.48 - $27.33 an hour
Senior Business Intelligence Analyst,"Role may require identifying reporting opportunities, defining report content, structure and business requirements, validating results, and conducting...",Verizon,"Cary, NC 27513",Not available
Sr. Business Analyst - Customer Intelligence,"Business Analyst - Customer Intelligence. Business Analysis opportunity. Strong business judgement, leadership, and integrity....",Capital One,"McLean, VA 22107",Not available
Business Intelligence Analyst,"As a Business Intelligence Analyst, you will support quantitative analysis for business strategy and other key decisions by providing actionable data and...",Adobe,"San Francisco, CA",Not available
Market Intelligence Analyst,The Data Center Market Intelligence team is seeking experienced Market Intelligence Analysts. Delivering analysis to support day-to-day business decision-making...,Intel,"Hillsboro, OR 97124",Not available
Business Intelligence Manager,Offer strategic guidance to both analysts and business teams on how to best leverage our tools. Partner with Business teams to understand their analytics needs...,LeapPoint,"Reston, VA",Not available
Qlikview Business Intelligence Architect,"The Sr Business Intelligence Architect proactively works to improve data environments, with a constant eye on building out self-service capabilities across all...",AmerisourceBergen,"Fort Mill, SC",Not available
Intelligence Analyst,"Intelligence Analyst Position Available. Organization as an Intelligence Analyst. Information Network Associates, Inc....",Information Network Associates (INA),"Harrisburg, PA",Not available
Business Intelligence,"Reporting Analyst, SSIS, SSAS, PowerBI. Reporting Analyst – Skill sets need to be in SSIS, SSAS and PowerBI in most recent project. West Des Moines(Iowa)....",Ace Technologies,"West Des Moines, IA",Not available
Sr. Business Intelligence Reporting Analyst,"FraportUSA, the leader in airport real estate development and management has an exciting opportunity for a business intelligence reporting analyst....",Fraport USA,"Pittsburgh, PA",Not available
Business Analytics Lead Analyst - Operations Intelligence,"1-3 years of Business Analyst experience. The Business Analytics Lead Analyst is responsible for gathering and documenting requirements to support projects,...",Cigna,United States,Not available
Senior Business Intelligence Analyst - Healthcare,"Senior Business Intelligence (BI) Analyst provides expert analytical services in support of clinical, health plan and support operations, strategies and...",Kaiser Permanente,"Renton, WA 98056",Not available
OCONUS Intelligence Analyst,8+ years’ experience as a GMTI or geospatial intelligence analyst with prior deployment experience providing intelligence support to combat operations....,APEX Expert Solutions,United States,Not available
"Manager, Business Intelligence","Five or more years of prior experience in a business intelligence or other business analytics role. As a Business Intelligence Manager at Gartner, you will be...",Gartner,"Arlington, VA 22203 (Bluemont area)",Not available
Business Intelligence Analyst III,"Colorado Access, Business Intelligence, and Line of Business strategic plan alignment. Under the supervision of the Director of Business Intelligence, the...",Colorado Access,"Aurora, CO 80014 (Heather Gardens area)",Not available
Sr. Business Intelligence Analyst,"Bachelor’s Degree in Statistics, Business Intelligence, Business Analytics, or equivalent work experience. Sr Security BI Analyst....",Thermo Fisher Scientific,"Frederick, MD 21702",Not available
Regional Intelligence Analyst,Collects data using a combination of standard intelligence methods and business processes. Demonstrated experience in the intelligence lifecycle....,Perspecta,"Chantilly, VA",Not available
Data Analyst,Communicate with DBA to design our own Business intelligence. Strong ability to find out business problem and reach to data-driven solutions for them....,NHN Global,"Los Angeles, CA 90010",Not available
Business Analyst,"$85,000 - $90,000 a year


                            The Student Health Systems Analyst reports into the central technology organization and serves as the primary technical business analyst in support of the...",Apex Systems Inc,"Riverside, CA","$85,000 - $90,000 a year"
Sr Financial Business Intelligence Analyst,"The Senior Analyst, Financial Data Analytics, supports the improvement of financial planning, accounting and financial data analytics activities for different...",Ricoh,"Malvern, PA 19355",Not available
"Business Intelligence Analyst | Saugerties or Rye Brook, NY","Business Intelligence Analyst | Saugerties or Rye Brook, New York. As Business Intelligence Analyst you will support and drive better business decision making...",Paraco Gas Corp,"Rye Brook, NY",Not available
"Analyst, Business Intelligence","Plans and executes multiple projects involving all aspects of business intelligence solutions and data, including business intelligence analysis and data...",Comcast,"Philadelphia, PA 19103",Not available
Business Intelligence Analyst,The Business Intelligence Analyst /Global Performance Analyst is responsible for producing and analyzing performance results for Cargill Business Services in...,Cargill,"Wayzata, MN 55391",Not available
INTELLIGENCE ANALYST,"The intelligence analyst is primarily responsible for the analysis, processing and distribution of strategic and tactical intelligence....",US Army,"Rosedale, NY","$60,000 a year"
Business Intelligence Analyst 1,"This Business Intelligence Analyst role identifies business intelligence, reporting, and data analysis needs....",Beyondsoft Consulting,"Redmond, WA",Not available
Operations BI Analyst,More information regarding the Allianz Worldwide Partners lines of business can be found at:. Maintain ongoing level of understanding of business processes and...,Allianz Worldwide Partners,"Richmond, VA",Not available
Intelligence Analyst,REQUIREMENTS Age: 17 - 34 YEARS OLD Education: MINIMUM OF GED Medical: NO MEDICATION Law: WILL REQUIRE POLICE CHECK MUST ENLIST/COMMISSION INTO US ARMY...,"U.S. Army - Bay Shore, NY","Bay Shore, NY 11706","$1,500 - $4,500 a month"
Intelligence and Investigations Analyst,The Intelligence and Investigations Analyst will be tasked with providing investigative and intelligence collection support to Regional Security Manager(s) as...,G4S,"Santa Clara, CA 95050","$65,000 - $75,000 a year"
Business Intelligence Analyst,The Business Intelligence. The Business Intelligence Analyst will be a subject matter expert in the BI Toolsets to help enable....,Arby's,"Atlanta, GA 30338",Not available
Sr Business Analyst,Proficient in business case development and ability to effectively present business cases to business unit leadership....,Exelon Corporation,"Plymouth Meeting, PA 19462",Not available
Data Analyst,"To be considered for a Data Analyst position, individuals will possess the following:. Phoenix Marketing International, one of the fastest growing market...",Phoenix Marketing International,"Framingham, MA 01701",Not available
Data Analyst,Director of Business Process. Proven working experience as a Data & Reporting Analyst. Administer/maintain setup of the Aspen Heights business model and all...,Aspen Heights Partners,"Austin, TX",Not available
Senior Business Intelligence Analyst,"Business Intelligence Analyst will manage the functional operation, maintenance and support of defined business systems for supply chain....",Ulta Beauty,"Bolingbrook, IL 60440",Not available
"Competitive Intelligence Analyst, People Analytics",We are looking for a Competitive Intelligence Analyst to join the Northrop Grumman Human Capital Analytics team....,Northrop Grumman,"Falls Church, VA 22041",Not available
Business Intelligence Analyst,"The Business Intelligence Analyst will design, develop, and troubleshoot business, clinical, and population management analytic views primarily using Tableau....",Butler Health System,"Butler, PA 16001",Not available
Intelligence Analyst Position,"More to come. This will be filled out momentarily with the information pertaining to the position listed. Job Type: Part-time Salary: $10,000.00 to $15,000...",Washington Army National Guard,"Lynnwood, WA 98037","$10,000 - $15,000 a year"
Signals Intelligence Analyst,Intelligence Studies and Technology. Manipulate and extract intelligence data from electromagnetic emissions. Operate electronic equipment and computer systems...,US Air Force,United States,Not available
Sr. Business Intelligence Analyst,"Business Intelligence Implementation. The Senior Business Intelligence Analyst will be responsible for the creation of visualizations, analysis, and dashboards...",MatchMade Consulting,"Foxborough, MA",Not available
Business Intelligence Analyst,"Additionally, this role will focus on providing intelligence to the business using data and analytical rigor....",AXA US,"Jersey City, NJ",Not available
Protective Intelligence Analyst,The Protective Intelligence Analyst based within our clients Global Security Intelligence & Investigations team supports intelligence-related tasks including...,Pinkerton,"Palo Alto, CA",Not available
Payments Intelligence Analyst,The Payments Intelligence Analyst will be responsible for identifying and providing insights in payment processing cost optimization and improvement....,Toast,"Boston, MA 02115 (Fenway-Kenmore area)",Not available
Junior Business Intelligence Analyst,"The Junior Business Intelligence Analyst will support the Business Analytics & Insights department. When most people say ""work hard, play hard,"" they don't mean...",SmartPak Equine LLC,"Plymouth, MA",Not available
"Sr. Director, Business Intelligence & Analytics Technical Le...",Business Intelligence certification preferred. Claim Business Intelligence and Analytics has a position in the Business Discovery and Reporting team....,"The Travelers Companies, Inc.","Hartford, CT 06101 (North Meadows area)",Not available
Business Intelligence Analyst,"$85,000 a year


                            The BI Data Analyst participates in user interviews to understand business objectives, gather and analyze business requirements and performs the work required...",Liberty Personnel Services,"Harrisburg, PA","$85,000 a year"
Business Analyst Intern,The Business Analyst Intern will analyze data on different business or operations problems using business intelligence tools in order to provide insight for...,True Manufacturing,"O'Fallon, MO",Not available
Intelligence Analyst Position,"More to come. This will be filled out momentarily with the information pertaining to the position listed. Job Type: Part-time Salary: $10,000.00 to $15,000...",Washington Army National Guard,"Lynnwood, WA 98037","$10,000 - $15,000 a year"
Business Intelligence Analyst,"The Business Intelligence Analyst plays a key role in the design, implementation and maintenance of Business Intelligence solutions of financial data maintained...",Princeton University,"Princeton, NJ",Not available
Data Science Analyst,"The role must work closely with Business Intelligence, other IT functions, and functional analysts across Thermo Fisher Scientific to drive projects focused on...",Thermo Fisher Scientific,"Fair Lawn, NJ 07410",Not available
Analyst I - Business Intelligence,ARI is currently accepting resumes for a Business Intelligence Analyst position within our Information Technolgy Team....,Holman Automotive Group,"Mount Laurel, NJ",Not available
Signals Intelligence Analyst,Intelligence Studies and Technology. Manipulate and extract intelligence data from electromagnetic emissions. Operate electronic equipment and computer systems...,US Air Force,United States,Not available
Business Intelligence Analyst,"The overall responsibility of the Business Intelligence Analyst is to maintain or update business intelligence tools, databases, dashboards, systems, or methods...",HENDRICK MEDICAL CENTER,"Abilene, TX",Not available
Business Intelligence Analyst,"WECU is seeking a Business Intelligence Analyst to join our Business Intelligence team located in Bellingham, WA....",Whatcom Educational Cre,"Bellingham, WA",Not available
Assoicate Business Intelligence Analyst,McKesson is seeking an Associate Business Intelligence Analyst to support corporate leadership by producing weekly and monthly reporting focusing on inventory...,McKesson,"Richmond, VA 23222 (North Highland Park area)",Not available
Business Intelligence Analyst,Provides design support for the development of business intelligence solutions. Works on medium to complex and cross-functional IT and business intelligence...,Keywords Studios,United States,Not available
Intelligence Analyst - Active TS/SCI required,Leidos has an opening for an Intelligence Analyst to provide database and user support to the Office of Naval intelligence....,Leidos,"Suitland, MD",Not available
Business Analyst (HCM),"$55 - $65 an hour


Business Analyst (HCM). We currently have an opportunity for a Business Analyst (HCM). We are a premier provider of highly qualified IT talent, Workforce...","TekPartners, A P2P Company","Miami, FL 33101 (Overtown area)",$55 - $65 an hour
Data Analyst,"$30,000 - $65,000 a year


                            Experience with Business Intelligence reporting, databases, database architecture, Kimball methodology, SOAP, REST, .NET Python/C#/Java development is highly...",Steel Warehouse,"South Bend, IN","$30,000 - $65,000 a year"
Intelligence Analyst - Deployed,Analyst will deploy to Afghanistan full time. Seeking motivated Intelligence Analysts to support US Forces in Afghanistan....,CUAS Solutions,"Atlanta, GA","$80,000 - $100,000 a year"
Business Intelligence Analyst,Business Intelligence Analyst (L5). The AWS North America Partner Sales Operations Team is seeking an experienced Business Intelligence Analyst that can think...,Amazon.com,"Seattle, WA",Not available
Signals Intelligence Analyst (Entry Level),"A signals intelligence analyst examines foreign communications/activity and relays that information by producing combat, strategic and tactical intelligence...",UNITED STATES ARMY / ARMY RESERVE,"Antioch, CA","$30,000 - $80,000 a year"
Business Intelligence Reporting Analyst,"Business Intelligence Reporting Analyst *. Working knowledge or experience with Business Objects XI, Business Objects Web Intelligence....","AceApplications, LLC","Baltimore, MD",$35 - $50 an hour
Junior Business Intelligence Consultant - Tableau,Reporting analysts must have a strong background in computer science and programming since they often need to create customized tools and applications to handle...,Numerodata LLC,"Herndon, VA 20170",Not available
Business Intelligence Analyst I,The responsibilities of the Business Intelligence function are to ensure the global data availability and accuracy of information for Covestro’s global...,Covestro,"Pittsburgh, PA",Not available
Payments Intelligence Analyst,The Payments Intelligence Analyst will be responsible for identifying and providing insights in payment processing cost optimization and improvement....,Toast,"Boston, MA 02115 (Fenway-Kenmore area)",Not available
"Contract, Business Intelligence Analyst",Is recruiting for an experienced Business Intelligence Analyst with a strong background developing dynamic dashboards and reports using Power BI....,PTC THERAPEUTICS,"South Plainfield, NJ 07080",Not available
Sr. Intelligence Analyst,"Intelligence Analyst to join our team in Merrifield, Virginia (US-VA), United States (US). We deliver tangible business results by combining deep industry...",NTT DATA Services,"Merrifield, VA",Not available
Marketing Data Analyst,Our client is looking for an experienced Marketing Data Analyst to support their in-house Business Intelligence team. MARKETING DATA ANALYST:....,WHO Staffing,"Baltimore, MD",Not available
Data Analyst,"Works with cross-functional teams and production specifications to establish production schedules, labor loading, and capacity requirements. ESSENTIAL...",EBARA Technologies,"Hillsboro, OR",Not available
Retail/CPG Analytics Consultant,2+ years’ experience in a business data analyst type of role involving business intelligence and/or analytics software implementation in a fast moving and...,Profitect Inc.,"Burlington, MA",Not available
"Intelligence Analyst_Lackland AFB, TX","Certified as a Small Disadvantaged Business. Based in Dayton, Ohio since 2001, Sawdey Solution Services is a Woman Owned/Service-Disabled Veteran-Owned Small...",Sawdey Solution Services,"San Antonio, TX 78243",Not available
"Business Intelligence Analyst, Google Play","As a Business Intelligence Analyst, you will help bring the mobile gaming market to life in global partners. Manage and deliver multiple Business Intelligence...",Google,"Mountain View, CA",Not available
Business Intelligence Analyst - Storyteller,"Reporting to the Director of Business Intelligence, the BI Analyst/Storyteller will partner with the Business Intelligence team to develop reports, dashboards,...",StandUp Wireless,"Cincinnati, OH",Not available
Intelligence Analyst,Provides specialized intelligence and threat analysis and production support. Provide intelligence and threat analysis of the information that is tailored to...,"Integral Consulting Services, Inc.",Virginia,Not available
Intelligence Analyst,"A Bachelor’s degree in any focus, preferably in Mathematics, Business, IT, or Intelligence. Experience in a Military Intelligence discipline preferably deployed...",Polaris Alpha,"Fort Gordon, GA",Not available
Business Analyst - Enterprise Intelligence and Analytics,Identify business processes for redesign and determine how to improve existing business process. Performs analysis and translates business needs to create high...,McKesson,"The Woodlands, TX",Not available
Business Intelligence Developer - Qlik Sense,Serve as the in-house resident Qlik Sense expert to support a fast-paced and dynamic Business Intelligence solutions group....,ICF,"Fairfax, VA",Not available
Senior Business Intelligence Analyst,"Senior Business Intelligence Analyst. The Business Intelligence Analyst is responsible for providing expertise in the implementation of data warehousing,...",Treasure Health,Florida,Not available
Intelligence Analyst,Experience in collecting and analyzing competitive intelligence. We believe that business has the power to inspire and transform....,Deloitte,"Tucson, AZ",Not available
Marketing Data Analyst,You like to solve real-world business problems by developing smart solutions. Flexible and able to prioritize and adapt to changing business needs....,"LegalZoom.com, Inc.","Glendale, CA",Not available
Analyst I - Business Intelligence,ARI is currently accepting resumes for a Business Intelligence Analyst position within our Information Technolgy Team....,ARI Fleet,"Mount Laurel, NJ",Not available
Business Intelligence Analyst,The Business Intelligence Analyst:. Assist Senior Analyst in the maintenance of programming and systems as they interface with all mainframe systems....,Neiman Marcus,"Longview, TX 75602",Not available
Analyst - AML/SAR Business Intelligence,"The primary responsibility of the Analyst – AML/SAR Business Intelligence is to provide technical support and analysis, as well as the execution of special...",Las Vegas Sands Corp.,"Las Vegas, NV 89109",Not available
Business Intelligence Analyst I,Serves as key financial business partner in assigned areas of responsibility. Performs a broad range of financial analysis and business plan responsibilities...,Essentia Health,"Brainerd, MN",Not available
Business Intelligence Analyst,A college degree is required with 10 years experience working in a collaborative environment with business users and senior management....,Galvan and Associates,United States,Not available
"Business Analyst, Publisher Intelligence, Online Partnership...","2 years of work experience as a data analyst, business analyst, product analyst or consultant. The Publisher Intelligence team is a business analyst team...",Google,"Mountain View, CA",Not available
Undergraduate Internship/Co-op Program - Intelligence Analys...,"As an Intelligence Analyst Intern for the CIA, you will work on teams alongside our full-time analysts, studying and evaluating information from all available...",Central Intelligence Agency,"Washington, DC",$20.75 - $21.93 an hour
Analyst - Business Analytics,"Experience with Business Intelligence and visualization tools a must, Tableau preferred. In this Analyst role, you will use your analytic knowledge to influence...",Fossil Group,"Richardson, TX",Not available
Business Intelligence Engineer,"Use business intelligence and visualization software (e.g. 4-6 years of experience as a BI Engineer, Business/Financial Analyst or Systems Analyst....",Amazon.com,United States,Not available
Data Analyst,"Woodlands Medical Specialists is currently seeking a Data Analyst. The primary role of the Data Analyst is to provide recurring and ad hoc financial reporting,...",Woodlands Medical Specialists,"Pensacola, FL 32503",Not available
Financial Analyst,"Provide market research, data mining, business intelligence and valuation comps. Create financial models and scenarios for future business planning....","Camcraft, Inc.","Hanover Park, IL 60133",Not available
Data Warehouse Quality Assurance Analyst,"Data Warehouse/Business Intelligence (MicroStrategy) is a Plus. Knowledge of Software testing processes and automated tools, with an ability to apply software...",84 Lumber Company,"Eighty Four, PA 15330",Not available
Data Scientist,"Partner closely with internal Marketing Automation, Modeling and Business Intelligence teams to assure cohesive response to business needs;...",BB&T,"Winston-Salem, NC",Not available
Business Intelligence Analyst - Loyalty & Rewards,We are seeking a Business Intelligence Analyst to join our team. Be a business intelligence one-person department....,"PLAYSTUDIOS, Inc.","Las Vegas, NV",Not available
Military Intelligence Analyst,Planning intelligence operations and managing intelligence programs. Overseeing the work of Intelligence Specialists – Enlisted Sailors (no degree required) who...,U.S. Army,"New Haven, CT","$20,000 - $60,000 a year"
Business Intelligence Developer,Gravie is looking for a Business Intelligence (BI) Developer to develop and enhance the reporting and analytics environment to ensure it is both relevant and...,Gravie,"Minneapolis, MN 55402 (Downtown West area)",Not available
Sr. Data Analyst – Operations Intelligence Group,"Bachelor’s degree in Computer Information Systems, Business Administration, or equivalent is preferred. We're committed to bringing passion and customer focus...",Cigna,United States,Not available
Intelligence Analyst (Government) Vandenberg AFB,"5+ years of experience in space systems operations, military intelligence, and/or space intelligence is a must....",AT&T,"Santa Maria, CA",Not available
Business Intelligence Analyst - Merchant Fraud,The Business Intelligence Analyst applies an analytical mind to complex business problems and internal/external data to give insight to key decision-makers in...,Vantiv,"Cincinnati, OH 45249",Not available
Senior Security Intelligence Analyst,The Senior Security Intelligence Analyst will partner with the Director Intelligence and junior Analysts to maintain situational awareness of potential and...,The Madison Square Garden Company,"New York, NY 10121 (Chelsea area)",Not available
Business Intelligence Manager,"Work with college teams to identify and establish tactical and strategic information requirements, develop and implement Business Intelligence (BI) strategies...",Lakeshore Technical College,"Cleveland, WI 53015","$74,273 a year"
Open Source Intelligence (OSINT) Analyst,"Collect raw open source intelligence. As members of Palantir's Threat Intelligence Team, Open Source Intelligence (OSINT) Analysts help us respond to an ever...",Palantir Technologies,"Washington, DC 20007 (Georgetown area)",Not available
Sr BI Analyst (2 open),7+ years of experience extracting and transforming data within Business Intelligence environment. See your impact on the business – a great opportunity to...,AccruePartners,"Huntersville, NC",Not available
Business Intelligence Analyst (18/38),"Experience using business intelligence tools; Strong experience with Business Intelligence, data warehousing, enterprise reporting, Master Data Management, data...",California State University,"Stanislaus, CA","$3,470 - $6,297 a month"
Senior Business Intelligence Analyst,Experience with ETL and business intelligence tools. Minimum 5 years of Experience with Business Intelligence & Data Architecture....,Uber,"San Francisco, CA 94103 (South Of Market area)",Not available
Investigations Intelligence Sr. Analyst,"Minimum of 1-3 years of experience as an intelligence analyst or investigator in a corporate setting, federal law enforcement agency, or intelligence...",Citi,"Tampa, FL 33646 (Downtown area)",Not available
SENIOR ANALYST - DATA & ANALYTICS,5 to 7 years of related experience working with Advanced Analytics and Business Intelligence strongly preferred....,Adidas,"Portland, OR",Not available
"Data Analyst II, Business Intelligence",Firm Analytics – Business Intelligence. The Firm Analytics Business Intelligence Analyst II is responsible for analytics solution that integrates into the...,Edward Jones,"St. Louis, MO",Not available
International Business Analyst / Intelligence,"International Business Analyst:. As a International Intelligence Business Analyst, you will be responsible for cultivating partnerships with business...",Global Medical Services,"Minneapolis, MN",Not available
Intelligence Analyst,"Understanding the basic intelligence cycle/process. About BAE Systems Intelligence & Security. BAE Systems Intelligence & Security, based in McLean, Virginia,...",BAE Systems,"McLean, VA 22102",Not available
