Title,Summary,Company,Location,Salary
Junior Data Engineer,Junior Data Engineer. PMG is looking for a Junior Data Engineer with strong data warehousing experience to help lead up our data infrastructure process....,PMG Worldwide,"Fort Worth, TX",Not available
Data Engineer,"Our data engineers:. SymphonyRM is seeking a Junior Data Engineer to ingest client data, prepare data for use in production systems, and discover insights by...",SymphonyRM,"Pittsburgh, PA",Not available
Deskside Support Technician(New Jersey 07417),Deskside engineer would be performing proactive systems/ devices check regularly before manufacturing plant start....,HCL America,"Franklin Lakes, NJ 07417",Not available
Data Engineer,"Big Data Engineer*. Experience with complex data structures, data processing, data quality, and data lifecycle....",EPIC Engineering & Consulting Group,"Winter Springs, FL",Not available
Software Engineer - Data Lead,ETL/Redshift and many other AWS data process's. In this role you will be the primary data focused developer. I am working with the VP of Engineering to build a...,Resource Technology Partners,"Littleton, MA",Not available
Data Scientist - NJ,Proven data engineering or data visualization experience with large and/or complex data environments. The professional in this role will be responsible for...,Daugherty Business Solutions,"Franklin Lakes, NJ",Not available
Data Engineer,"Work as a core member of a team of data specialists, software engineers, and quality engineers. Experience designing and building extremely efficient, reliable...",Micronotes,"Boston, MA 02110 (Central area)",Not available
Data Engineer Intern (Summer 2019),This solution will enable full system performance evaluation and data analysis through the implementation of the company’s next generation data infrastructure....,Symbotic,"Wilmington, MA 01887",Not available
Data Engineer,"You will deliver data acquisition, transformations, cleansing, conversion, compression, and loading of data into data and analytics models....",SemanticBits,Remote,Not available
Data Scientist - Entry to Experienced Level,"Applying the scientific process to data evaluation, performing statistical inference, and data mining. Analyzing data using mathematical/statistical methods....",National Security Agency,"Fort Meade, MD","$96,970 - $148,967 a year"
Data Engineer,We are looking for a Data Engineer with a passion for data and the technical skills to make data come to life....,Vidmob,"Pittsfield, MA 01201",Not available
Data Scientist Internship - Summer 2019,"They draw upon the practice of data analysis, using predictive analytics, data mining, pattern recognition, data modeling, machine learning and various...",IBM,United States,Not available
Data Engineer,"Consume 3rd party API data to enhance data integrity. Perform additional team responsibilities as necessary, such as contributing to development of the data...",CareJourney,"Arlington, VA 22201 (Lyon Village area)",Not available
Associate Technician,Performs a variety of complex tasks (such as reporting and analyzing data) which may contribute in advising or facilitating services for use by others....,Mondelez International,"Fair Lawn, NJ 07410",Not available
Database Engineer,"10+ years of experience as in a Database Role, such as Database Administrator, Data Architect, Database Engieer, etc....",eBay Inc.,"Austin, TX 78716",Not available
Sales Engineer - Data Center Services,"$150,000 - $200,000 a year


Data Agility Group (DAG), is a rapidly growing data center services company that focuses on data migrations, data center relocations, and other value-added IT...","Data Agility Group, Inc.","Dallas, TX","$150,000 - $200,000 a year"
DATA CENTER CHIEF ENGINEER,"DATA CENTER CHIEF ENGINEER – SAN DIEGO, CA.. Oversight of any other company personnel and vendors working at the facility.Only Experienced & motivated Chief...",Confidential Engineering Comapny,"San Diego, CA",Not available
Systems Engineer,Support systems engineering data design reviews. SCCI is seeking Systems Engineers to join our team supporting the newly awarded E30 Contract....,SCCI,"King George, VA",Not available
Data Engineer (Entry-Level) - 2010953,We seek a database engineer to work closely with our machine learning research scientists on the CERT Data Science team....,Software Engineering Institute,"Arlington, VA 22203 (Bluemont area)",Not available
Entry Level Software Engineer- Data Analytics,"In this position, the Entry Level Software Engineer will serve the a key data analytics professional to our validation organization....",ZT Systems,"Secaucus, NJ 07094",Not available
Data Engineer,"The Data Engineer will support our analysts in leveraging open data sets across languages, jurisdictions, and mediums of dissemination....",C4ADS,"Washington, DC",Not available
"Data Engineer, Measurement Program, YouTube","Demonstrated data abilities, in both quantitative and qualitative situations. As a Data Engineer for the YouTube Measurement Program, you are the integration...",YouTube,"New York, NY",Not available
Data Engineer,"Experience designing Big Data pipelines. Block Six Analytics, an exciting start-up in Sports Sponsorship Technology is looking for a senior data engineer based...",Block Six Analytics,"Chicago, IL",Not available
Data Engineer,Enhance our data lake and data pipelines as we continue to normalize new data sources and leverage our Big Data assets....,MediQuire,"New York, NY",Not available
Corporate Citizenship Data Analyst,"Build the internal infrastructure, consolidate multiple data sources, and optimize data accessibility to support current and future demands of data reporting....",BOEING,"Chicago, IL 60606-1596",Not available
Data Engineer - Tesla Energy Optimization,"Collaborate with optimization engineers and software engineers to define data requirements, implement production-grade data solutions, and continuously improve...",Tesla,"Palo Alto, CA",Not available
Data Engineer Intern,Develops data visualization models. Experience building statistical models of data. Ensures data quality for documentation and dissemination....,FIS Global,"Milwaukee, WI",Not available
Growth Engineer,"We use Django and React, but are happy to welcome engineers who have worked with any modern platform. We are looking for a Growth Engineer to join our Growth...",Noom Inc.,"New York, NY",Not available
ELECTRICAL ENGINEER (one yr. exp. required),"$60,000 - $70,000 a year


                            Collect and analyze equipment performance and other data; Use data obtained from technician support to verify the functionality of product design and draw...","Service Support Specialties, Inc.","Montville, NJ 07045","$60,000 - $70,000 a year"
"QA Engineer (Omaha, NE)","$50,000 - $70,000 a year


                            3+ years of experience testing web and data intensive applications. The QA Engineer will contribute to team meetings and the overall engineering process....",Phynd Technologies,"Omaha, NE","$50,000 - $70,000 a year"
Sr. Data Mgmt. and Interoperability Engineer (Open to Remote...,"And Interoperability Engineer will be responsible for the extraction, verification, processing, cleansing, analysis and deployment of client data, third-party...",Vatica Health Inc,"Alpharetta, GA",Not available
Data Engineer (Entry-Level) - 2010953,We seek a database engineer to work closely with our machine learning research scientists on the CERT Data Science team....,Software Engineering Institute,"Arlington, VA 22203 (Bluemont area)",Not available
Data Engineer,"Fusion is currently seeking a mid-level Data Engineer to join our fast-growing software development team. Tasks will include import and export of data, data...",Fusion Health,"Woodbridge, NJ 07095",Not available
Data Engineer,"As a Data Engineer, you would work as part of the data science team at Bidgely and play a key role in data crunching as well as development of our...",Bidgely,"Silicon Valley, CA",Not available
Quantitative Data Engineer,Design and improve proprietary data repository and financial data platforms. We are seeking a Quantitative Data Engineer to design and implement our proprietary...,Jacobs Levy Equity Management,"Florham Park, NJ 07932",Not available
Data Engineer - Tesla Energy Optimization,"Collaborate with optimization engineers and software engineers to define data requirements, implement production-grade data solutions, and continuously improve...",Tesla,"Palo Alto, CA",Not available
Data Analytics Engineer,Allstate is looking for top analytics engineers to help build next generation data analytic solutions. Responsible for designing and building new Big Data...,Allstate,"Irving, TX",Not available
Data Scientist - NJ,Proven data engineering or data visualization experience with large and/or complex data environments. The professional in this role will be responsible for...,Daugherty Business Solutions,"Franklin Lakes, NJ",Not available
Data Engineer Intern,Develops data visualization models. Experience building statistical models of data. Ensures data quality for documentation and dissemination....,FIS Global,"Milwaukee, WI",Not available
Data Engineer,"The Data Engineer will support our analysts in leveraging open data sets across languages, jurisdictions, and mediums of dissemination....",C4ADS,"Washington, DC",Not available
"Data Engineer, Newsroom",The data engineer should have strong background in A/B testing as well as managing data processes that inform content optimization....,Dow Jones,"New York, NY 10176 (Murray Hill area)",Not available
"Technical Product Manager, Data Processing","Data Solutions innovates on our proprietary Data Warehouse Processing framework by improving the dependency graph, creating robust, repeatable real time...",Wayfair,"Boston, MA 02116 (South End area)",Not available
Cloud Data Engineer,The Senior Data Engineer is responsible for constructing data storage and data movement solutions for Videa. Develop cloud data solutions....,Cox Media Group,"Atlanta, GA 30326 (Buckhead area)",Not available
Data Engineer,Data Engineer supporting the Enterprise Payment portfolio. Data Access Layer. Communication w/AppDev teams to ensure data requirements are properly vetted and...,Bank of America,"Charlotte, NC 28255 (Wilmore area)",Not available
Data Engineer,"As a Data Engineer, your main goal is to be one step ahead of data scientists and analysts, and support them by providing infrastructure and tools they can use...",TopTal,United States,Not available
Data Engineer,"The Data Engineer will work with diverse partners including university researchers (faculty, students, and staff), state agency data specialists and program...",Iowa State University,"Ames, IA",Not available
Corporate Citizenship Data Analyst,"Build the internal infrastructure, consolidate multiple data sources, and optimize data accessibility to support current and future demands of data reporting....",BOEING,"Chicago, IL 60606-1596",Not available
Data Engineer,Supporting the RoadBotics data science effort by efficiently developing data pipelines by delivering high quality and analytics-ready data sets....,RoadBotics,"Pittsburgh, PA 15206 (Larimer area)",Not available
Data Engineer,The Data Engineer is responsible for developing products to serve the analytic needs of the health system through the application of tools such as...,Atlantic Health,"Morristown, NJ 07961",Not available
Data Engineer,The Data Engineer will develop highly scalable and reliable data engineering solutions for moving data efficiently across all businesses....,Powdr Corp,"Park City, UT 84060",Not available
Junior Data Scientist,"You will work closely with our data scientists, data engineers, and other teams to create machine learning models for patient-level prediction....",Jvion,"Atlanta, GA","$60,000 - $80,000 a year"
Data Scientist - Entry to Experienced Level,"Applying the scientific process to data evaluation, performing statistical inference, and data mining. Analyzing data using mathematical/statistical methods....",National Security Agency,"Fort Meade, MD","$96,970 - $148,967 a year"
Data Engineer,"Provide technical leadership in the area of big data systems development including data ingestion, data curation, data storage, high-throughput data processing,...","Tabula Rasa HealthCare, Inc","Moorestown, NJ 08057",Not available
SQL Developer/Data Engineer,A minimum 3 years of professional experience as SQL Developer or Data Engineer. Prepare and perform data analysis and transformations to align data to business...,ELLKAY LLC,"Elmwood Park, NJ 07407",Not available
Data Engineer – Customer Experience,Data Engineers are focused on enabling a data driven approaches to optimization. Data engineers help make data much easier to understand and consume for others...,Cisco,"San Jose, CA",Not available
Intern- Internet of Things Data Engineer,"As an IoT /Data Engineer Intern within the Data Science department at Micron Technology, Inc. The Data Science Team is responsible for transforming and...",Micron,"Manassas, VA",Not available
Data Engineer (Data Pipelines),Create data tools for analytics and data scientist team members that assist them in building data products and services....,"The Upside Travel Company, LLC","Washington, DC",Not available
Fintech Start Up - Data Engineer,Configure customer data into enterprise grade CRM tools. Monitor flow of data from various touch-points to central system and upkeep systems....,Fluz,"New York, NY 10036","$95,000 a year"
Data Engineer,"2+ years working experience as a data engineer. Work closely with engineers, product managers, data scientists and data analysts to understand needs and...",Shippo,"San Francisco, CA",Not available
Data Engineer,"Understanding of data flows, data architecture, ETL and processing of structured and unstructured data. SurveyMonkey Portland is looking for a Data Engineer...",SurveyMonkey,"Portland, OR 97209 (Pearl District area)",Not available
Data Scientist Internship - Summer 2019,"They draw upon the practice of data analysis, using predictive analytics, data mining, pattern recognition, data modeling, machine learning and various...",IBM,United States,Not available
Systems Engineer,"Troubleshooting servers, networks, virtualization (VMware), data and cloud storage, VPN, Firewalls (SonicWall experience a plus), wireless (WAP) technologies,...",Auxzillium,"Medford, MA 02155",Not available
Full Stack Engineer,"We use Django and React, with MySQL and PostgreSQL as the backing data store, but we’re always on the lookout for technologies that can make our job easier....",Noom Inc.,United States,Not available
"Sr Engineer, Business Intelligence - MicroStrategy","Hands-on experience in Logical and Physical Data Modeling. Strong experience in querying raw data, optimizing SQL and troubleshooting SQL....",Teamhealth,"Knoxville, TN",Not available
Data Engineer - Associate Development Program,"FIS is looking for a Data Engineer to join our Data Analytics team in Milwaukee, WI. Develops data visualization models....",FIS Global,"Milwaukee, WI",Not available
"Engineer I, Big Data","Familiarity with Enterprise Data Warehouse data models with a focus on Star Schemas preferred. Research, develop, document, and modify Big Data processes and...",Pilot Flying J,"Knoxville, TN",Not available
Data Engineer,Data Analysis experience. You enjoy analyzing data. Grant Street Group is looking for a MicroStrategy Administrator with data analysis skills....,Grant Street Group,Remote,Not available
Data Warehouse Engineer,Metro areas fastest growing data analytics start-ups is looking for a full-time Data Engineers and is willing to offer very competitive pay and benefits....,MRP,"Bethesda, MD","$85,000 - $125,000 a year"
Data Scientist/Machine Learning Engineer,"As an Emogi Research/Data Scientist/Machine Learning Engineer, you have a strong background in data science and machine learning....",Emogi Technologies,"San Francisco Bay Area, CA",Not available
Data Normalization Engineer,"The Data Normalization Engineer will analyze data content and semantics, and, using a scripting language, write rules to normalize external data to be...",Clearwater Analytics,"Boise, ID 83702 (Harrison Blvd area)",Not available
Data Engineer,"Strong exposure in Data Management, Governance and Controls functions. 5+ years of experience with building data visualization solutions using QlikView, Tableau...",Trinity Global,"Tampa, FL",Not available
Machine Learning/Data Science Engineer,Machine Learning/Data Science Engineer – must have at least 2 years of actual work experience in design and development of systems leveraging contemporary...,Region Technologies Inc,"Phoenix, AZ",Not available
SUMMER INTERN 2019 - DATA ENGINEER (JUNE 3-AUGUST 16),"Modify existing jobs and create data extracts for data warehouse and data science workloads. Interest and curiosity to learn data engineering, data integration,...",HAVI Logistics,"Downers Grove, IL",Not available
Rotational Program Engineer,Rotational Program Engineer - 2019 Graduates. Conduct analysis of business system data. Perform Modular systems data analyst in support of technical support...,"Modular Mining Systems, Inc.","Tucson, AZ 85706",Not available
Backend Engineer - Structured Products,"Strong knowledge and understanding of data structures, object oriented design and systems/applications programming....",Bloomberg,"New York, NY 10007 (Financial District area)",Not available
Modeling & Simulation Engineer,"Modeling and Simulation Engineer. M&S Engineer in support of Sentinel Radar Product Office, Cruise Missile Defense System (CMDS) – PEO Missiles and space....",Five Stones Research Corporation,"Huntsville, AL",Not available
Operating Engineer,"$35 - $38 an hour


                            Satisfactorily pass the Markley Group Operating Engineer verbal exam. Come work for a leader in the Data Center industry with great benefits and atmosphere....",The Markley Group,"Boston, MA",$35 - $38 an hour
"Data Engineer (Analyst), Global Analytics","The Ralph Lauren Data & Analytics (D&A), in Global IT is a core team analyzing data to define data science strategies and execute on analytical initiatives....",Ralph Lauren,"Lyndhurst, NJ 07071",Not available
Data Engineer,"You are knowledgeable about data modeling, data access, and data storage techniques. Spotify is looking for a Data Engineer to join us....",Spotify,"New York, NY 10011 (Chelsea area)",Not available
Data Engineer,"Data Engineer Role. We generate this data through Hive Data, our proprietary data labeling platform with over 500,000 globally distributed workers, generating...",Castle Global,"San Francisco, CA",Not available
Python Data Engineer,"Python Data Engineer. Python, SQL, Hive, NoSQL, AWS, Step & Lambda Functions Preferred ETL exp....",Fusion Global Solutions LLC,"Phoenix, AZ",Not available
Data Quality Engineer,Data Quality Engineer for Federal Agency. Act as a data steward/librarian for the Data Catalog. Develop Data Standards....,"AITHERAS, LLC","Washington, DC 20016 (AU-Tenleytown area)","$90,000 - $110,000 a year"
Data Engineer,Working with Data Scientists in our Analytics team to help them gather and process structured and unstructured data sets in support of their work....,Verisk Maplecroft,"Jersey City, NJ",Not available
Software / Data Engineer,"Data science\\ Software engineer degree. Strong writing and data presentation skills, including data visualization. Loading from disparate data sets....",180 by Two,"Washington, DC",Not available
Big Data Engineer,"As a Big Data Engineer; You will be responsible to design and develop multiple big data utilities that automate various aspects of data acquisition, ingestion,...",IBM,United States,Not available
Data Engineer,"Experience building and optimizing 'big data' data pipelines, architectures and data sets. You will support our software developers, business-intelligence and...",Slice,"New York, NY",Not available
Transceiver Application Engineer,Bandwidth10 is seeking a self-motivated Optical Systems Engineer to make an impact bringing. The company’s primary products are a family of long wavelength...,Bandwidth 10,"Berkeley, CA 94710",Not available
Data Engineer,"Design and develop API for data pipelining frameworks on data collection, validation, processing and storage across data stores....",SmartDrive Systems,"San Diego, CA 92121",Not available
Machine Learning / Data Engineer,"We're looking for an exceptional developer to design, implement and maintain our data collection pipelines, keep our database clean and organized, and assist...",StoryFit,"Austin, TX",Not available
Data Warehouse Engineer (105113),"#105113 - Data Warehouse Engineer. **THIS INTERNAL RECRUITMENT IS OPEN TO CAL POLY EMPLOYEES ONLY (State, Corporation, and ASI)***....",California State University,"San Luis Obispo, CA","$7,500 - $8,750 a month"
Data Engineer,"Data science, data modeling, data integration, data analysis, AWS, Big Data, SQL, R, Python and Machine Learning....",XPO Logistics,"Portland, OR 97209 (Pearl District area)",Not available
Data Analyst,"Entering data into master database at project initiation. Experience with Spotfire, PowerBI, or comparable data visualization tool....",Mentor IMC Group,"Midland, TX","$80,000 - $90,000 a year"
Data Engineer,Prior experience utilizing data warehousing or building out data warehouses. Our Data Infrastructure Team develops the data ingestion pipelines and data...,Invitae,"San Francisco, CA 94107 (South Of Market area)",Not available
Data Engineer,"At Butterfly Data Engineering we are fusing a diverse set of data streams such as manufacturing data, commercial data, real-time IoT data, mobile analytics data...",Butterfly Network,"New York, NY",Not available
Associate Data Engineer,"Shipt has a wide variety of data partners and as our data volumes increase dramatically, we're looking to grow the Data Engineering team to help expand and...",Shipt,"San Francisco, CA",Not available
Data Engineer,"The Data Services team is seeking a Data Engineer with a passion for creating data products to help create more engaging, personalized experiences for users...",Conde Nast,"New York, NY 10007 (Financial District area)",Not available
Data Engineer,"+ Understands logical and physical data models, big data storage architecture, data modeling methodologies, metadata management, master data management, data...",General Electric,"Houston, TX",Not available
Data Engineer,As you can imagine we have a lot of data and are looking for top talent to help engineer the next generation of data solutions....,The Coca-Cola Company,"Atlanta, GA 30301 (Buckhead area)",Not available
Data Engineer,Develops software within the selected AWS (Amazon Web Services) based platform to clean and transform data to support enterprise use cases....,Nexeon,"Chicago, IL",Not available
Data Engineer Intern,"Exposure to business intelligence which includes database, ETL, and data visualization. Conceptual, analytical thinker, with a real passion for data analysis...",KeHE Distributors,"Naperville, IL 60563",Not available
Data Engineer,"Sinclair Digital is looking for a Data Engineer to drive the Data sciences and Insights platform implementation across the group for products including video,...",Sinclair Broadcast Group,"Seattle, WA",Not available
Data Analyst/Engineer,"Utilize Looker, Amplitude, Python, Tableau and SQL to pull data and provide analytical insights. The Data Analyst/Engineer will work directly with leadership to...",Cruise Automation,"San Francisco, CA",Not available
Siri - Software Engineer/Data Scientist,"The Siri team is looking for a software engineer with a strong data science focus. In-depth development experience with server-side Java (or similar languages),...",Apple,"Santa Clara Valley, CA",Not available
Data Integration Engineer,"This includes paper data sheets, Excel spreadsheets, Yokagowa data and data entered into LIMS. The Data Integration Engineer is responsible to bring the many...",The Gill Corporation-Maryland,"Edgewood, MD 21040",Not available
Data Science Engineer,Develop data analytics and visualization tools. Develop applications related to data management and optimizing operations....,"Ixcela, Inc.","Bedford, MA 01730",Not available
Sr. Staff Engineer SQL Developer Auburn Hills,"The Developer is responsible for transferring data between applications, transforming data into a usable format for reporting, oversight of jobs....",Comerica Bank,"Auburn Hills, MI 48326",Not available
Senior Software Engineer-Bidding,We're looking for an experienced Java developer to hack on our real-time bidding system and build out our real time data processing pipeline....,Marin Software,"San Francisco, CA 94105 (Financial District area)",Not available
Systems Engineer Senior Technical Specialist - Data Modeler,"Logical Data Models (LDM), Data Element Dictionaries (DED), Physical Data Models (PDM), Interface Control Documents (ICD), data format specifications, model...",Perspecta,"Jessup, MD 20794",Not available
Senior Full Stack Engineer,"$110,000 - $130,000 a year


                            Full stack engineer:. To achieve this we're building a scalable platform that combines a combination of deep automation, data science and machine learning on a...",OutboundWorks,"San Francisco, CA","$110,000 - $130,000 a year"
Instrumentation & Controls Engineer,Provide guidance as a mentor in the development of less experienced engineers. Experience with controls system design including applications for low and medium...,Sargent & Lundy,"Wilmington, DE 19801",Not available
Database Analyst,Data Engineer - Azure Paas. The person should also have worked with Data Lake technologies and have a good understanding of Azure Data Lake as a data store....,Ace Technologies,"Montvale, NJ",Not available
Associate Technician,Performs a variety of complex tasks (such as reporting and analyzing data) which may contribute in advising or facilitating services for use by others....,Mondelez International,"Fair Lawn, NJ 07410",Not available
Data science and platform engineer intern/Co-op,"Data and platform engineer intern/co-op. Engineer in Training (Preferred). Help conduct data science project related to healthcare data, drug discovery and...",Secure AI labs,"Cambridge, MA 02139 (Area IV area)",Not available
Data Engineer,"As TechnologyAdvice's data engineer, you are not only needed to dissect and analyze data, but you also act as a storyteller to explain the data....",TechnologyAdvice,"Nashville, TN 37210 (Woodbine area)",Not available
Data Engineer,Work with other engineers to enhance data models and improve data query efficiency. The Blavity Family is seeking a top performing Data Engineer to join our...,Blavity,"Atlanta, GA 30305 (Buckhead area)",Not available
