Title,Summary,Company,Location,Salary
Sr. Data Analyst/Sr. Business Intelligence Analyst,"About Cincom Systems Cincom delivers and supports innovative software and services to simplify complex business processes. For more than 40 years, Cincom has...","Cincom Systems, Inc.","Cincinnati, OH 45246",Not available
Budget Analyst,Must have experience in the Input of financial data using an automated financial management tool and have experience in data validation following input....,Loch Harbour Group,"Washington, DC",Not available
Data Analyst/ Software Support,"5 years (Preferred). The ideal candidate will have experience working with SQL, writing queries, and extracting data that is requested by internal users....","Snyder Associated Cos., Inc","Kittanning, PA",Not available
"Data Scientist, Retention","Process, cleanse, and verify the integrity of data used for analysis. The Data Scientist is a critical position within DSS and in the Data organization who...",DISNEY,"New York, NY 10036",Not available
Research Analyst,"Initially the Research Analyst role will be to support Senior Analysts in data collection and entry, process improvements, and client inquiries....",Decision Resources Group,"Parsippany, NJ",Not available
Data Analyst,"Our rapidly growing staffing company is actively looking for candidates who are skilled in Quality Analyst,Business Analyst,Data Analyst ,System Analyst &Java...",Concept Technology,"Bridgewater, NJ","$50,000 - $60,000 a year"
Data Analyst,Loan Boarding Quality Assurance Data Analyst. Performs a data to doc comparison of incoming loans to ensure data is accurate upon loading to the internal...,BSI Financial Services,"Titusville, PA 16354",Not available
Sr Data Analyst,"4 years experience defining requirements, developing testing strategies and test plans for a data warehouse/operational data store environment....","Blue Cross Blue Shield of IL, MT, NM, OK & TX","Chicago, IL",Not available
R&D Center Data Analyst,"Data Analyst, WW R&D Center. Data mine large, complex and ambiguous data with a single goal in mind:. The WW R&D Center is seeking an exceptionally talented...",Amazon.com,"Sumner, WA",Not available
Data Analyst - Bethlehem,3+ years working experience as a data analyst or business data analyst. Acquire data from primary or secondary data sources and maintain databases/data systems....,Tesla,"Bethlehem, PA",Not available
Healthcare Data Analyst,"The Healthcare Data Analyst will responsible for, but not limited to:. Data analytics experience. The Healthcare Data Analyst is part of the State Medicaid...",CVS Health,"Scottsdale, AZ",Not available
Data Scientist (entry level),Participate in recruiting talents and cultivating our data science team. Aiming at offering AI-powered data analytics to help our clients transform their...,DrivenBI LLC,"Pasadena, CA 91101","$70,000 - $90,000 a year"
Data Analyst,Division: Manufacturing and Warehouse Academic/Certification Requirements: Bachelors in Engineering or Business MBA a plus Need to Have: Manufacturing...,Lutron Electronics,"Lehigh Valley, PA",Not available
Media Management Analyst,"The Media Analyst will be responsible for supporting the team with day to day project management, including data analysis and report development....",Accenture,"New York, NY 10011 (Chelsea area)",Not available
Order Management Data Analyst,Support data fidelity through an understanding of end-to-end data flows and documentation of the order management processes....,Curriculum Associates,"Littleton, MA",Not available
Data Standard Analyst - Biostatistics Team,Implement data standard and create SDTM data; Ensure SDTM data conforms to the data standards expected by regulatory agencies....,Medpace,"Cincinnati, OH 45212 (Pleasant Ridge area)",Not available
Data Reporting Analyst I,The Data Reporting Analyst I generally handles simple or routine project assignments. Under the general direction of the Business Operations Data Analytics...,Crawford & Company,"Berkeley Heights, NJ 07922",Not available
"data analyst, Supply Chain Advanced Analytics, SSC - Seattle...","Mentors new analysts in databases, tools, access, data prep techniques. Performs exploratory data analysis, data modeling, cleanses and aggregates data in...",Starbucks,"Seattle, WA 98133",Not available
Data Scientist - Entry,"Function - Data and Analytics. Data Scientists combine technical skills, teamwork, communication, business logic, and software knowledge to extract meaningful...",Equifax,"Las Vegas, NV 89119",Not available
Pricing Analyst-Reference Data,"Reference Data Operations is aligned to the Chief Data Office (CDO) which is responsible for improving the quality, integrity and reliability of the firm’s...",JP Morgan Chase,"Newark, DE 19711",Not available
Entry Level Data Analyst,"Entry Level Analyst | Cambridge, MA, United States. We're looking for analytical thinkers interested in scaling our business and using big data to give our...",Hopjump,"Boston, MA",Not available
Data Analyst,The Data Analyst position is the perfect role for an entry-level engineer who’s looking to get their feet wet in the world of data science....,Optimove,"New York, NY 10011 (Chelsea area)",Not available
Analytical Data Reviewer,Educate analysts to improve analytical data documentation & reporting. Ensures that all affiliated data including electronic data and respective notebooks...,Tulex Pharmaceuticals,"Cranbury, NJ",Not available
"Data Analytics Analyst - Columbus, OH",JPMorgan Chase is seeking talented candidates for a Data Analytics Analyst position in our Asset and Wealth Management (AWM) Supervisory group....,JP Morgan Chase,"Columbus, OH 43240 (Far North area)",Not available
Data Analyst,"UVA Temps is recruiting for highly organized, detail oriented, and professional persons to fill a temporary Data Analyst role....",University of Virginia,"Charlottesville, VA",$24 - $35 an hour
Quality Assurance Analyst/Software Tester - Contract,"Defines moderate level scenarios and variations in data to adequately perform testing. From our start in 2009, Conexess has established itself in 3 markets,...","Conexess Group, LLC","Springfield, MO 65804",Not available
Business Intelligence Analyst,"Will provide insight into any additional data needs for data warehouse, Policy/Billing/Claims systems, or CRMs....",MedPro Group,"Fort Wayne, IN",Not available
Vulnerability Assessment Data Analyst,We are currently accepting applications for a full-time Vulnerability Assessment Data Analyst. The Vulnerability Assessment Data Analyst will work with the...,InGenesis,"Harrisburg, PA",Not available
Underwriting Analyst,"$47,500 a year


                            Review and analyze various sets of data points to make smart, risk-adjusted credit decisions. We are looking for an Underwriting Analyst to join our high...",Capital Funding LLC,"Valley Stream, NY","$47,500 a year"
"Data Analyst, Senior Consultant","Data mining experience. As a Data Analyst, you will be primarily responsible for supporting various reporting and analytical MAC functions necessary for the...",CVS Health,"Scottsdale, AZ",Not available
Analytics & Insights Data Analyst,"Exceptional Excel & data management skills. As a member of the Analytics & Insights team, the Data Analyst will drive the analyses behind decisions related to...",Uber,"Boston, MA 02114 (Back Bay-Beacon Hill area)",Not available
IT Big Data Analyst,"Build processes supporting data transformation, data structures, metadata, dependency and workload management....",UBS,"Weehawken, NJ",Not available
Data Quality Analyst,Candidate should have a minimum of 5 years of Data Quality experience and solid Data Governance framework experience....,Bose,"Boston, MA",Not available
Analyst - HR Employee Data Management,"Responsible for data maintenance of employee data attributes in HR systems (JAD codes, Severance/Separation agreements, Termination data, dual employment...",BNP Paribas,"Jersey City, NJ",Not available
Data Analyst,Minimum 5 years of experience working with pharmaceutical data in a team-driven environment. Ability to evaluate insights from data analysis and suggest data...,Asembia,"Florham Park, NJ",Not available
"Watson Health - Data Analyst, GA","Support initiatives for data integrity, data quality, data lineage, master data management, metadata management and normalization....",IBM,"Smyrna, GA 30081",Not available
Senior Business Analyst,"Understand existing data models, and assist in development of new data models. Also prefer experience in SAP with focus on data analytics, data mining, and...",Stryker,"Mahwah, NJ",Not available
Business Systems Analyst,"Assist with requirement definition, data conversions, user interfaces, and reports. Proactively maintain and ensure Integrity of Master Data (customers,...",Promotion In Motion,"Allendale, NJ 07401",Not available
Purchasing Analyst - Entry Level,Purchasing & Planning Analyst*. The Purchasing & Planning Coordinator is expected to monitor and maintain optimal inventory levels in assigned product...,FOCO,"Somerset, NJ",Not available
Data Analyst - Analytic Solutions,Experience with data analysis. Analyze data to drive better business decisions. Develop complex programming to extract and manipulate data....,Credit Acceptance,"Southfield, MI 48034",Not available
Data Performance Analyst,"Hands on data querying. The Performance Manager is responsible for managing relatively large, new and/or complex relationships, programs and initiatives....",Encore Capital Group,"San Diego, CA 92108",Not available
Pricing Analyst-Reference Data,"Reference Data Operations is aligned to the Chief Data Office (CDO) which is responsible for improving the quality, integrity and reliability of the firm’s...",JP Morgan Chase,"Newark, DE 19711",Not available
Country Analyst,"Partner with stakeholders to leverage data (internal data from Audible & Amazon, as well as external data from market research and marketing agencies) and...",Amazon.com,"Newark, NJ",Not available
Data Scientist - Entry,"Function - Data and Analytics. Data Scientists combine technical skills, teamwork, communication, business logic, and software knowledge to extract meaningful...",Equifax,"Las Vegas, NV 89119",Not available
Data Analyst,Work with data systems professionals to develop the infrastructure and format for new data sources so they can be leveraged and analyzed....,Bose,"Framingham, MA 01701",Not available
Junior Data Scientist,"Support senior team members in the aggregation and preparation of large data sets, integrating multiple systems and historical data....",UnitedHealth Group,"Santa Ana, CA 92725",Not available
Data Analyst,"Act as a global POC between CommOps analysts and Product / Data Engineering teams, to ensure CommOps data needs are met....",Uber,"San Francisco, CA 94103 (South Of Market area)",Not available
Associate Business Analyst,"Responsible for data collection, data input and/or aggregation and data auditing to support accurate key metric reporting and analysis performed by the...",CBRE,"Jersey City, NJ",Not available
Data Reporting Analyst I,The Data Reporting Analyst I generally handles simple or routine project assignments. Under the general direction of the Business Operations Data Analytics...,Crawford & Company,"Berkeley Heights, NJ 07922",Not available
Business Intelligence Analyst,Prepare data analysis and forecasts and help automate data collection. Minimum of 3 years’ professional experience in data analysis in an e-commerce company....,Hallmark,"Santa Monica, CA 90403",Not available
Decision Support Analyst,Or a related field with a minimum of 3 years of data analyst and reporting experience is required. Serve as the overseer of TOAD Business Intelligence Data...,Kennesaw State University,"Kennesaw, GA 30144",Not available
Senior Business Data Analyst,"Deepen your Analysis capabilities such as business process mapping, data analysis, data testing, data wrangling, data transformation mappings to build data...",The Hartford,"Hartford, CT",Not available
BI & Data Support Analyst,Master Data Management (MDS). Support integration applications moving data between systems e.g.:. Investigate and resolve BI and data related business issues...,Enstar US Inc.,"Columbia, SC",Not available
Financial Data Analyst Paid Internship,"Modify and troubleshoot existing VBA scripts to enhance data automation and improve data accuracy. At Merrick Bank, we specialize in credit programs that assist...",Merrick Bank,"South Jordan, UT 84095",Not available
Healthcare Data Analyst,Hands on data analytics. Do you have the analytic skills to find insight in a pile of healthcare data? Do you thrive in a fast-paced environment?...,Milliman,"Little Falls, NJ 07424",Not available
Data Analyst - Senior,"The Data Analyst - Senior will be responsible for:. Working to improve data collection, preparation and analysis processes....",CVS Health,"Scottsdale, AZ",Not available
Predictive Data Analyst - Marketing~,"Experience building complex data visualizations. As a Predictive Data Analyst, you will work closely with clients to define the business problem, desired...",Costco Wholesale,"Issaquah, WA 98027",Not available
Healthcare Data Analyst,"3 years experience in data analytics position. Preparation, review, and delivery of the standard reports and data for TPA clients....",First Choice Health,"Seattle, WA",Not available
Data Scientist (Product),"Data visualization (such as Tableau, Qlik, D3, ggplot). Coding skills for analytics and data extraction (SQL, R, Python, Pandas)....",Spotify,"New York, NY 10011 (Chelsea area)",Not available
Advanced Analytics Analyst #2680~,"Data science and data analytics related certifications. Success requires understanding how data is used to monitor effectiveness, experience using and providing...",Costco Wholesale,"Issaquah, WA 98027",Not available
Marketing Data Analyst,"Collect, maintain, manage, interpret and analyze data received from internal and external data sources. The Marketing Data Analyst is primarily responsible for...","SHEEX, Inc","Marlton, NJ 08053",Not available
R&D Data Analyst,Expertise in data entry. Continually collect and enter data into a variety of presentation documents:. Accurate and timely presentation of data for Product...,Blue Buffalo Co. Ltd Corporate,"Wilton, CT",Not available
ECommerce Operational Excellence Analyst,"ECommerce Operational Excellence Analyst. Strong experience in Data Visualization, Presentation and Story Telling....",Unilever,"Englewood Cliffs, NJ",Not available
Junior Systems Analyst,Required Systems Analyst Skills:. We are looking to hire 25 Entry Level Systems Analysts within the next 3 weeks....,Revature,"Washington, DC 20599 (Capitol Hill area)",Not available
"Data Analyst, Content Indexing","Experience working on data science projects and technologies, especially using NLP techniques to deal with unstructured text corpora....",Bloomberg,"Princeton, NJ 08544",Not available
Business Data Analyst (19296B),"$52,400 - $68,999 a year


                            Business Data Analyst (19296B)*. Responsible for database administration, data consolidation, data analysis and management reporting....",University of Utah,"Salt Lake City, UT","$52,400 - $68,999 a year"
"Data Scientist - Conshohocken, PA","Work together with Data Engineers and Software Developers to evaluate the technical trade-offs of tools to build simple, yet robust, data science pipelines....",RS Energy Group,"Conshohocken, PA",Not available
Analytical Data Reviewer,Educate analysts to improve analytical data documentation & reporting. Ensures that all affiliated data including electronic data and respective notebooks...,Tulex Pharmaceuticals,"Cranbury, NJ",Not available
HEALTHCARE DATA ANALYST,"Ability to write code for data preparation, data abstraction, data analysis, and measuring calculations. Experience working with databases, large data sets,...",Seattle Indian Health Board (SIHB),"Seattle, WA",Not available
Research Data Analyst,"Our client, Genesis Research, is hiring a Research Data Analyst to join their growing team based in Hoboken, New Jersey....",qualifIQ,"Hoboken, NJ","$70,000 - $130,000 a year"
Marketing Analyst - Digital,"Avenue, a fashion retailer specializing in plus size women’s apparel, is seeking a Marketing Analyst - Digital to join our Marketing team headquartered in...",Avenue Stores,"Rochelle Park, NJ 07662",Not available
Senior Database Analyst,"Data placement, data definition, data models etc.). The Senior Database Analyst will be responsible for providing consistent and efficient design of data models...",BMW of North America LLC.,"Woodcliff Lake, NJ 07677",Not available
"Associate, Data Scientist",Talk to clients to understand the problem they want to solve and the available data (mostly text data). Explain the methodology of good data science practices....,JP Morgan Chase,"New York, NY 10179 (Midtown area)",Not available
"Sr. Analyst, Business Analysis","Analyst, Business Analysis. Business Analyst for the Clearing Development organization. Work closely with developers and requesters identifying data and...",MasterCard,"O'Fallon, MO",Not available
Entry level Data Analyst,"Maintain/update/create technical specifications like data mapping, data flows, dashboard content, data dictionaries, relational diagrams,....",EB Solutions INC,"Falls Church, VA","$50,000 - $90,000 a year"
Health Care Data Analyst,"Experience in working with large data sets and data driven decision-making is required. Use of software for data analysis, extraction, and manipulation (R,...",Blue Cross Blue Shield of Massachusetts,"Boston, MA",Not available
"Research Analyst, Infrastructure Systems","Working in cooperation with IDC’s primary researchers to develop, execute and publish relevant consumer and enterprise survey data....",IDC,"Framingham, MA 01701",Not available
Business Analyst,"Provides analytic support by coordinating data extraction from various databases and data interpretation. Attention to detail, ability to establish priorities...",Enstar US Inc.,"Alpharetta, GA 30009",Not available
Actuarial Analyst,"The Actuarial Analyst will, at a minimum, possess the following credentials:. Understanding of database structures and reporting financial information, and the...",Dominion National,"Arlington, VA 22202 (Aurora Highlands area)",Not available
Business Analyst,"No more than 5 years of professional experience as a Business Analyst. Collaborates on data and feature requirements between the Product Owner, Development,...",Novu LLC,"Saint Louis Park, MN 55416",Not available
Analyst,"The analyst will own the process including questionnaire development, programming, analysis, visualization and storytelling....",American Eagle Outfitters,"Pittsburgh, PA",Not available
"Product Analyst / Business Analyst Intern, Summer 2019","As a Business/Product Analyst at Google, you'll combine your love of data with great business judgment and communication skills in order to develop strategies...",Google,"New York, NY 10011 (Chelsea area)",Not available
"Analyst, Data and Analysis","Analyst – Data & Analysis. To help with this, we’re looking for an outstanding Analyst – someone who has a knack for understanding data and telling the story of...",Digitas,"New York, NY 10104 (Midtown area)",Not available
Statistical Data Analyst - Open Rank,"Statistics, mathematics, data analysis, statistical analysis, data processing, psychology. Experience with Microsoft Excel in performing basic data entry,...",Educational Testing Service (ETS),"Princeton, NJ 08541",Not available
Data Analyst Intern,Perform data mining on both structured and unstructured data. You will be a member of a team which specializes in data science and operational excellence....,Intel,"Phoenix, AZ 85018 (Camelback East area)",Not available
