RegionName,State,Metro,CountyName,SizeRank,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11
Saint Paul,MN,Minneapolis-St. Paul-Bloomington,Ramsey County,75,,,,,,,,,,,,0.987215909,0.993152174,1,1.005589431,1,1.013155751,0.988636364,0.99387208,0.997652582,1,1.00041876,1.052631579,1.054565081,1.038461538,1.054054054,1.077568614,1.147289377,1.143965517,1.090950949,1.123160341,1.110229976,1.118881119,1.184499808,1.086110732,1.042857143,1.132469259,1.158395793,1.091877497,1.086739781,1.064004538,1.050623557,1.058101473,1.075877193,1.110360524,1.09375,1.088493298,1.071832579,1.084894431,1.107142857,1.117444219,1.125,1.136363636,1.124375,1.147058824,1.144404541,1.117647059,1.127016129,1.141025641,1.111111111,1.174236087,1.178571429,1.244588745,1.225659964,1.234943408,1.25,1.226617133,1.256732496,1.214285714,1.317212541,1.300164474,1.442067808,1.425060635,1.38361204,1.337958375,1.318635607,1.3523879,1.392857143,1.3359375,1.330348259,1.311133201,1.307890335,1.306256861,1.404981874,1.435810811,1.40186019,1.378293978,1.398333333,1.473400948,1.449329934,1.393452162,1.404371585,1.431372549,1.431372549,1.497349823,1.473143135,1.485148515,1.50533224,1.520926756,1.512513602,1.497349823,1.466793286,1.497349823,1.4697242,1.481486781,1.505084189
Naples,FL,Naples-Immokalee-Marco Island,Collier County,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6875,1.696545494,1.626785714,1.512605042,1.492757453,1.518884392,1.629358623,1.722148082,1.612903226,1.825757576,2.104055088,2.175489485,2.15,2.010376135,1.650179856,1.666666667,1.650179856,1.650179856,1.650179856,1.740107914,1.785071942,1.80462992,1.807553957
Durham,NC,Durham-Chapel Hill,Durham County,77,,,,,,,,,,,,0.665769114,0.677506775,0.689163498,0.66539924,0.724110937,0.727201258,0.735,0.754728836,0.739058629,0.724946695,0.738756738,0.714665459,0.714665459,0.769569041,0.787342287,0.762975513,0.80126629,0.79573577,0.812227074,0.824906673,0.811061992,0.811707317,0.8125,0.8,0.811159861,0.805016181,0.819252279,0.821897401,0.856443719,0.875202593,0.845081845,0.840982454,0.898258478,0.890929076,0.811272417,0.848780488,0.837862319,0.834699918,0.846875,0.860719875,0.904116075,0.90625,0.881410256,0.85,0.860465116,0.849184783,0.834951456,0.841346154,0.878571429,0.888480392,0.904135484,0.909090909,0.912790698,0.917095481,0.930298927,0.944434705,0.995575221,1.00041548,1.080872343,1.062379492,1.035815142,1.062992126,1.166213768,1.117647059,1.103200964,1.119337979,1.1,1.101398601,1.09656292,1.102216749,1.076388889,1.031391941,1.039191001,1.063337051,1.053488372,1.088104457,1.110116383,1.097777778,1.132067967,1.132173194,1.09028314,1.084102773,1.086666667,1.059375,1.066956751,1.1031057,1.128222997,1.132270916,1.143258427,1.141904762,1.135625597,1.1165234,1.097866336,1.132407407,1.132991846
Tallahassee,FL,Tallahassee,Leon County,78,,,,,,,,,,,,,,,,,,,,0.769230769,0.785015885,0.808823529,0.741875,0.767577771,0.769927536,0.756657629,0.775193798,0.76602935,0.778841042,0.815789474,0.790220588,0.770046545,0.772727273,0.767692308,0.749080882,0.744545455,0.766006098,0.769039988,0.76332282,0.764743687,0.760604204,0.75382928,0.75,0.71278037,0.714285714,0.699105145,0.727294982,0.732421875,0.733333333,0.738636364,0.756464561,0.770588235,0.756048387,0.74702381,0.751749193,0.753994702,0.748922414,0.731814198,0.754849676,0.761043757,0.78079841,0.780346821,0.78125,0.771405229,0.78017341,0.78125,0.780845557,0.768050967,0.77559727,0.78,0.775167056,0.788718929,0.816326531,0.822948916,0.827129859,0.823684211,0.818452381,0.812987329,0.821559378,0.833333333,0.791625494,0.826643134,0.837457297,0.805555556,0.848563969,0.85,0.867982727,0.897356563,0.882352941,0.887276786,0.884146341,0.884146341,0.933878726,0.894736842,0.882352941,0.94,0.994219653,0.996469697,1,1.008325624,0.948196115,0.94,0.960995219,0.933748754,0.922105263,0.922105263
Stockton,CA,Stockton-Lodi,San Joaquin County,79,,,,,,,,,,,,0.822916667,0.837696335,0.838709677,0.802540416,0.829636202,0.858479085,0.86695747,0.843991582,0.814783136,0.828571429,0.827155812,0.798512221,0.83168643,0.830039526,0.830039526,0.829166667,0.833333333,0.817610063,0.813834381,0.833333333,0.833333333,0.830952381,0.812791103,0.804924242,0.823617667,0.802771377,0.793650794,0.803024799,0.804455446,0.8125,0.828968254,0.829365079,0.815789474,0.812754065,0.808326578,0.790229885,0.833333333,0.846210449,0.843598301,0.842701664,0.852156829,0.87013288,0.880088009,0.888888889,0.884738632,0.907029478,0.928074246,0.902232688,0.918884664,0.915948276,0.904371367,0.907029478,0.875317259,0.875,0.891577061,0.894308943,0.891577061,0.916666667,0.975008915,0.948496905,0.948496905,0.954653938,1.002492978,1.078006501,0.992565056,0.953484597,1.053193869,1.052666247,1.120235426,1.061946903,1.147704591,1.03239917,1.139898956,1.307585995,1.32459756,1.268103448,1.29310638,1.350621664,1.384387352,1.345208845,1.345615812,1.246781116,1.328822882,1.422924901,1.410984848,1.434659091,1.441109942,1.369602763,1.465435606,1.453598485,1.498771499,1.487252125,1.498771499,1.478901515,1.460796621
Plano,TX,Dallas-Fort Worth-Arlington,Collin County,80,,,,,,,,,,,,,1.021986184,1.015283843,0.927777778,0.934542267,0.925125395,0.927777778,0.921045771,0.905208333,0.96059209,0.984405458,1.008032129,1.028688525,1.014447884,1.010572139,1.006711409,0.97740113,1.00282679,1.025543992,1.02259887,1.015697138,1.036868534,1.026119403,1.025200458,1.045584046,1.043041607,1.05359144,1.045627376,1.06765168,1.063505504,1.045476578,1.035120148,1.03551529,1.066969353,1.069587629,1.032733253,1.071097445,1.069418386,1.070991432,1.095360825,1.157894737,1.158215661,1.166019417,1.164089347,1.150259067,1.121880228,1.120815138,1.12068265,1.13546798,1.12568306,1.159819277,1.153479504,1.160584375,1.189885061,1.206075534,1.221238938,1.212279697,1.22697056,1.212847555,1.19946714,1.220322887,1.233238905,1.274089936,1.250984381,1.302824859,1.307692308,1.288288288,1.34507772,1.365465214,1.299436882,1.260869565,1.279166667,1.267011197,1.295024284,1.308839487,1.324805788,1.363036275,1.398356497,1.388344184,1.388072549,1.353035144,1.288841064,1.360441767,1.342899067,1.352903447,1.35652921,1.358485976,1.333989378,1.335282651,1.382242991,1.366574331,1.383896477,1.379039705,1.398989899,1.380612245
Newark,NJ,New York-Newark-Jersey City,Essex County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.358176772,1.342592593,1.37289916,1.343137255,1.411764706,1.5,1.414583333,1.523541114,1.506938604,1.368421053,1.276643991,1.27826942,1.288235294,1.412056928,1.355555556,1.5,1.527417747,1.511627907,1.568343963,1.636363636,1.6125,1.565270936,1.75,1.69375
Henderson,NV,Las Vegas-Henderson-Paradise,Clark County,82,,,,,,0.795135641,0.825124494,0.814836449,0.782269909,0.780330882,0.770144234,0.787746322,0.788616241,0.78125,0.77734375,0.81666539,0.793928243,0.808720113,0.81058752,0.794117647,0.783534966,0.787584013,0.77988999,0.775545237,0.772726271,0.771912351,0.773115773,0.790229885,0.802752294,0.80134357,0.796722073,0.79672775,0.793669399,0.778835376,0.781537569,0.780553078,0.80169424,0.802898551,0.800970874,0.808725319,0.787887625,0.794270833,0.797649034,0.793087706,0.798796791,0.7855273,0.793993897,0.806868588,0.811688312,0.808661129,0.809803922,0.797169811,0.816548721,0.818256579,0.824324772,0.812232906,0.811965812,0.805940594,0.799876467,0.814053128,0.829471733,0.83604724,0.842233089,0.845185935,0.868630427,0.885896527,0.879917184,0.900721294,0.904096164,0.957479683,0.960038526,0.944595822,0.922561596,0.941926418,0.950110051,0.972783143,0.965717836,0.922561596,0.930612245,0.964579563,0.921875,0.898035547,0.911708253,0.940702782,0.945118955,0.968210918,1.019417476,1.012098273,1.02486122,1.063922942,1.112199466,1.109282889,1.114961639,1.095351563,1.098958333,1.113610855,1.180154143,1.168170632,1.178733683,1.164251208,1.159813084,1.162802713,1.18226601,1.15391113,1.15384886,1.163366337
Lincoln,NE,Lincoln,Lancaster County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.784235669,0.779036827,0.779036827,0.773333333,0.754977225,0.781215165,0.781215165,0.75307377,0.765306122,0.793530624,0.817526473,0.845035016,0.837988827,0.772828155,0.833333333,0.847094386,0.818777094,0.820564123,0.833333333,0.838380886,0.80760095,0.824771149,0.837032478,0.837732919,0.835533126,0.833770549,0.834207765,0.836012862,0.872327066,0.878564857,0.906909789,0.909510619,0.863499809,0.860429579,0.883435583,0.90276365,0.920873124,0.885826772,0.926666667,0.919912566,0.919043238,0.919043238,0.877672209,0.919043238,0.878326996,0.886828498,0.913797154,0.922705314,0.915666446,0.890943945,0.930927726,0.971014493,1.009136559,0.943758677,0.9047003,0.951302378,0.947058824,0.95959596,0.967931662,0.948795181,0.94390507,0.934314836,0.93824228,0.94390507,0.958387222,0.954021672,0.940629471,0.960807601,0.956112853,0.961986036,0.935643564,0.940629471
Modesto,CA,Modesto,Stanislaus County,84,,,,,,,,,,,,0.825767228,0.824409861,0.824702996,0.828431373,0.818062827,0.836842105,0.833244061,0.84375,0.848251289,0.844222337,0.859662345,0.842542017,0.841836735,0.868421053,0.872873769,0.862814586,0.863095238,0.845603814,0.864624506,0.833333333,0.833333333,0.833333333,0.827417349,0.854545455,0.863095238,0.853536096,0.874930786,0.868421053,0.875,0.856121939,0.892857143,0.867346939,0.835231587,0.83515781,0.850724638,0.835,0.852195226,0.852979775,0.864779076,0.873691426,0.888030888,0.87745098,0.892857143,0.930294486,0.922335077,0.918744229,0.932017544,0.914031621,0.912610619,0.916913215,0.930482648,0.946475196,0.969669118,0.940951066,0.9765625,1.013381346,1,1.007281553,0.998883929,1.011904762,1.048387097,1.073529412,1.081314879,1.073529412,1.114155251,1.104925017,1.109395333,1.065162907,1.071428571,1.148809524,1.114316551,1.212528686,1.350806452,1.196172249,1.153508327,1.166141457,1.223776224,1.20284761,1.206060606,1.181675627,1.22463321,1.213592233,1.221264368,1.222520296,1.333333333,1.336951819,1.350450925,1.402042801,1.370614035,1.380527304,1.377952756,1.401740448,1.401515152,1.345437616,1.388888889
Chandler,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,85,,,,,,,,,,,,,,,,,0.821713147,0.812807882,0.844788423,0.856190476,0.862284483,0.828045036,0.878787879,0.883870192,0.84398977,0.861040068,0.878314416,0.892018779,0.882075472,0.887425938,0.902261892,0.897959184,0.895104895,0.903019213,0.888790036,0.881993007,0.886363636,0.893165655,0.888790036,0.882321619,0.886832364,0.878003697,0.887378247,0.876837838,0.890763124,0.891891892,0.875511961,0.87535196,0.895522388,0.9020861,0.907407407,0.889755011,0.914772695,0.917731629,0.93236377,0.933580775,0.954113871,0.960598984,0.934298441,0.951219512,0.95204221,0.967604433,0.997522709,1.02175407,1.026530612,1.005112935,1.009637099,1.048161122,1.058811343,1.158341188,1.16069869,1.17601872,1.05976431,1.072432432,1.119737697,1.090953567,1.079726651,1.10105871,1.090909091,1.096614883,1.10667996,1.129268293,1.053530752,1.084042553,1.137433191,1.16940206,1.154633517,1.154897494,1.152771619,1.195525292,1.199095982,1.170634921,1.176336485,1.170008657,1.151142355,1.165610466,1.17946346,1.17946346,1.185234113,1.200324037,1.23030303,1.236510791,1.244932432,1.264561285,1.281914894,1.28164557
Lubbock,TX,Lubbock,Lubbock County,86,,,,,,,,,,,,,,,,,,,,,,,,,,0.699105145,0.695,0.687421654,0.674968536,0.730945822,0.723844282,0.709730056,0.709589041,0.701328286,0.664047151,0.705,0.693202147,0.699873897,0.727272727,0.838154359,0.764436834,0.822863955,0.78125,0.771131391,0.764999738,0.736842105,0.761087736,0.793791574,0.780487805,0.7632469,0.766609881,0.766609881,0.730899914,0.780487805,0.731607026,0.693348365,0.682074408,0.688360451,0.688360451,0.696736597,0.732104121,0.809954751,0.805861214,0.839646465,0.811227376,0.79462306,0.774404762,0.765825221,0.77020202,0.802787321,0.8,0.792682927,0.793333333,0.826446281,0.807573416,0.799931926,0.791936645,0.807779103,0.794959651,0.779132791,0.768321513,0.738916256,0.741938545,0.768835616,0.816326531,0.833333333,0.845454545,0.845528455,0.841860465,0.833333333,0.8,0.78125,0.780669577,0.78239816,0.787913869,0.78920087,0.863821138,0.835686782,0.818393481,0.821235103,0.84375,0.836680054,0.836680054,0.825568797,0.818181818,0.826481729
Jersey City,NJ,New York-Newark-Jersey City,Hudson County,87,,,,,,,,,1.785754779,1.888794567,1.856918239,1.92,1.912663755,1.947972973,1.945945946,1.876730769,1.951078318,2,2.175516224,2.073170732,2.073170732,2.314148681,2.341224386,2.358078603,2.284700631,2.388114453,2.369166667,2.337180544,2.430555556,2.348633441,2.323076923,2.392857143,2.427564605,2.469879518,2.569827346,2.487415262,2.431330978,2.537078731,2.442536638,2.568342549,2.506622291,2.527322404,2.409090909,2.335240964,2.375,2.357142857,2.359078844,2.308707124,2.301994302,2.279220779,2.352941176,2.449699198,2.484554281,2.514705882,2.466666667,2.261363636,2.240811259,2.166666667,2.266019417,2.427564605,2.545454545,2.46950766,2.466666667,2.377392344,2.363636364,2.436004524,2.444444444,2.5,2.499375,2.611940299,2.681818182,2.614399268,2.666666667,2.710363153,2.747212693,2.760372899,2.689859645,2.617717478,2.534685165,2.581120944,2.507522568,2.583532695,2.477216899,2.578947368,2.5,2.568125516,2.614455478,2.703703704,2.675159236,2.766396347,2.777777778,2.769135034,2.777777778,2.733580019,2.847902473,2.963743676,2.934587814,2.883911996,2.982184353,2.847049689,2.844176707,2.723484848,2.875463864,2.795833333,2.78824416,2.8
Reno,NV,Reno,Washoe County,88,,,,,,,,,,,,,,,,,0.81566977,0.81369248,0.819672131,0.816630887,0.801326763,0.793492063,0.797161768,0.79674221,0.788900979,0.790791953,0.816104461,0.850574713,0.832012678,0.821167883,0.823525145,0.82994565,0.821917808,0.803571429,0.809716599,0.795282064,0.789473684,0.819722222,0.84261864,0.852589423,0.833333333,0.862186224,0.863315697,0.836614173,0.833333333,0.837402848,0.834203201,0.848253556,0.835406058,0.840517241,0.844854071,0.869503626,0.888392857,0.863354037,0.863354037,0.861838962,0.861625061,0.868238304,0.863354037,0.871862934,0.919477693,0.895,0.92906945,0.933097532,0.910483513,0.942991083,0.932643419,0.950263882,0.969827586,1.017045455,1,0.967079923,0.98757764,1.031541575,1.036251503,1.027990907,1.033657423,1.039059625,1.046511628,1.025632123,1.051971326,1.062753036,1.062753036,1.106630824,1.102150538,1.109454789,1.124283047,1.176470588,1.183206107,1.182352941,1.25,1.269607843,1.282599636,1.2934519,1.284246575,1.37295082,1.385869565,1.326792703,1.401050788,1.421608448,1.437043796,1.415261757,1.496335079,1.466666667,1.458700073,1.426380368
Buffalo,NY,Buffalo-Cheektowaga-Niagara Falls,Erie County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.069767442,1.068812292,1.08370098,1.184210526,1.1875,1.157894737,1.157979626,1.151897185,1.125313283,1.133971292,1.10391363,1.101190476,1.125880282,1.089041096,1.125,1.168032787,1.161382114,1.163308913,1.15,1.114827202,1.128597673,1.110813953
Mobile,AL,Mobile,Mobile County,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.845238095,0.743846919,0.874643875,0.882642998,0.882642998,0.882642998,0.882642998,0.882642998,0.848484848,0.848976109,0.835191294,0.790070175,0.787037037
Hialeah,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.429745785,1.480750247,1.604597701,1.5,1.406469761,1.487179487,1.506024096,1.444444444,1.492537313,1.521832632,1.567460317,1.632653061,1.625,1.56774916,1.573033708,1.569048179,1.52027027,1.50570022,1.571857168,1.601104972,1.6,1.636904762,1.527777778,1.5625,1.555793991,1.503006012,1.530612245,1.576576577,1.609449472
San Bernardino,CA,Riverside-San Bernardino-Ontario,San Bernardino County,92,,,,,,,,,,,,,0.992509363,0.999001996,0.995430567,0.999001996,0.992857143,0.978823471,0.935294118,0.923076923,0.923766058,0.897213319,0.930515759,0.96842967,1.006033205,1.001908397,0.973952435,0.994791667,0.955311035,0.93780849,0.932183908,0.932183908,0.978157152,0.982930701,0.95,0.932183908,0.938189845,0.949049679,0.952873563,0.961538462,0.949023861,0.961538462,0.97111633,0.966225166,0.996875,1,0.977678571,0.956835995,0.990255732,0.987248213,0.98775652,1,1.018667155,0.986842105,1,1.032889924,1.061173533,1.006711409,0.99375,0.994375,1.061173533,1.060154286,1.056701031,1.031346962,1.02856823,1.05,1.056701031,1.044162795,1.06,1.071428571,1.077341856,1.105901498,1.068884409,1.08360201,1.053735632,1.081677704,1.045454545,1.059985632,1.105246772,1.057471264,1.117750635,1.076320939,1.117750635,1.168699476,1.18159204,1.172413793,1.177419355,1.125,1.15,1.191904762,1.208609272,1.191111111,1.235294118,1.177419355,1.172413793,1.172413793,1.177419355,1.172413793,1.172413793,1.172413793,1.191829004,1.2120979,1.1875,1.229508197,1.25,1.279527559
Chula Vista,CA,San Diego-Carlsbad,San Diego County,93,,,,,,,,,,,,,,,,,,,1.406752412,1.371742112,1.418918919,1.397896582,1.426406926,1.423505572,1.462128476,1.453378956,1.453378956,1.453378956,1.496247655,1.469444444,1.460216873,1.439393939,1.445663011,1.450618762,1.440555865,1.44986535,1.453645365,1.45869191,1.448256668,1.456845955,1.458990536,1.442129432,1.455696203,1.450549451,1.483516484,1.453089245,1.458240207,1.482150424,1.448639157,1.448961938,1.463090296,1.507537688,1.521077283,1.454674797,1.45,1.499372647,1.50858099,1.510097325,1.508656363,1.515962519,1.552013423,1.553555356,1.538599576,1.579625293,1.577563541,1.595,1.627826056,1.71975089,1.709931245,1.72735761,1.693455798,1.684761905,1.686507937,1.689189189,1.6875,1.710171017,1.693455798,1.639344262,1.691236,1.693895099,1.655290102,1.720045592,1.708516724,1.758823529,1.792635659,1.822131148,1.859434004,1.971568627,2.002380952,1.970611597,1.971428571,1.966041108,1.977042607,2.026143791,1.971094067,1.930379747,1.973588342,1.983172346,1.964560863,1.98597553,2.047902705,2.093301435,2.042692939,2.068334937,2.034111311,2.051578947
Saint Petersburg,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.222246997,1.26431562,1.161026838,1.142743213,1.133056133,1.152941176,1.212569316,1.224630542,1.243523316,1.304744526,1.289473684,1.287557706,1.306068602,1.293981481,1.310190422,1.292850626,1.343154246,1.342300335,1.381443299,1.387377465,1.423102668,1.424904943,1.401041667,1.4621561,1.452022679,1.485682759,1.481075697,1.481149013
Pensacola,FL,Pensacola-Ferry Pass-Brent,Escambia County,95,,,,,,,,,,,,0.690240642,0.65,0.655252525,0.611111111,0.626315789,0.657230197,0.666666667,0.661111111,0.642765332,0.642857143,0.638888889,0.62732342,0.644028103,0.65625,0.657894737,0.643243243,0.660145399,0.666666667,0.651364764,0.650357707,0.64829992,0.65625,0.661111111,0.658114035,0.666666667,0.666666667,0.669604205,0.665680473,0.671559164,0.667475728,0.678892692,0.680881789,0.664285714,0.680020872,0.669604205,0.6875,0.683042712,0.68026456,0.674273859,0.684267241,0.69047619,0.707142857,0.710526316,0.707142857,0.699530516,0.722222222,0.722222222,0.7220035,0.730769231,0.733333333,0.746492986,0.741772959,0.737279335,0.71875,0.738095238,0.738095238,0.75,0.76715449,0.772222222,0.758928571,0.764102564,0.754593176,0.773226818,0.773480663,0.775,0.805555556,0.789473684,0.752840909,0.816666667,0.77091266,0.783333333,0.757575758,0.784013605,0.777222222,0.799911016,0.808314088,0.826456649,0.861111111,0.859375,0.866568688,0.87670068,0.886093235,0.881802721,0.880457487,0.837468983,0.851190476,0.827380952,0.818889444,0.824526061,0.866275744,0.86757651,0.875,0.87797619,0.895,0.928571429
Lawrenceville,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,96,,,,,,,,,,,,,,,,,,,0.627818619,0.625914316,0.614925081,0.629722922,0.629987511,0.654693878,0.660899654,0.670992366,0.676751592,0.689465409,0.688163265,0.689552239,0.690547264,0.693877551,0.684256055,0.680031447,0.687893082,0.699208443,0.701754386,0.711091234,0.72244898,0.717767296,0.722916032,0.722222222,0.714285714,0.692122373,0.641143911,0.646551724,0.662878788,0.675512726,0.658844765,0.670485175,0.683438622,0.694352159,0.696686491,0.689379043,0.694834474,0.696594427,0.699648712,0.696885704,0.699009749,0.699911734,0.71147812,0.729442971,0.729442971,0.744500942,0.760945101,0.742718053,0.75136612,0.808888889,0.779177719,0.832074522,0.87157345,0.876097561,0.875907289,0.858963466,0.84691358,0.890472269,0.882238494,0.879492481,0.881053526,0.899291498,0.860576923,0.853163494,0.828220859,0.931578947,0.915555556,0.911868687,0.882399771,0.977088949,1,0.995555556,0.987421384,0.987421384,0.991111111,1,1.015,1.012578616,1.018888889,1.008647799,0.985849057,1.012720176,1.061904762,1.089411765,1.119047619,1.085928304,1.073899371,1.061320755
Winston-Salem,NC,Winston-Salem,Forsyth County,97,,,,,,,,,,,,0.596064815,0.588235294,0.570143398,0.572916667,0.574856322,0.603830645,0.61709334,0.620347395,0.618198529,0.645410221,0.661157025,0.644923872,0.694444444,0.688168801,0.677083333,0.662337662,0.662337662,0.673517153,0.655339806,0.662337662,0.665634675,0.670347003,0.680068435,0.681390977,0.665037244,0.681818182,0.683899832,0.665790863,0.68627451,0.670498084,0.665116279,0.657981667,0.672095548,0.666087963,0.646496815,0.646551724,0.637755102,0.645833333,0.640417457,0.646551724,0.657894737,0.670571384,0.664714337,0.651485149,0.629961568,0.636574074,0.639204545,0.66001292,0.660993934,0.654560811,0.654171853,0.666666667,0.657142857,0.66445854,0.696944534,0.725446429,0.710583153,0.702014664,0.724160946,0.733333333,0.725446429,0.748697917,0.754777415,0.760784314,0.743162901,0.724248193,0.75,0.759086061,0.803814714,0.728941685,0.827380952,0.814248083,0.725446429,0.733333333,0.750912409,0.753112413,0.78125,0.759097289,0.7625591,0.759803922,0.775,0.779094828,0.78125,0.776909722,0.78125,0.77537594,0.78987069,0.78987069,0.801886792,0.808991917,0.809156046,0.82807571,0.793333333,0.802020539,0.778546713
Spokane,WA,Spokane-Spokane Valley,Spokane County,98,,,,,,,,,,,,,,,,,0.81920904,0.807536765,0.804398148,0.810961969,0.810950413,0.788888889,0.754459582,0.788888889,0.760480982,0.748427673,0.746969697,0.762597987,0.75,0.769379845,0.788426772,0.76814693,0.76754386,0.76754386,0.77981289,0.773672055,0.778183594,0.776005536,0.78,0.788288288,0.792995826,0.798780488,0.805714286,0.821373626,0.810556079,0.784615385,0.813129695,0.754229241,0.775978261,0.817610063,0.818090746,0.794117647,0.807291667,0.82803427,0.842749529,0.823869048,0.844551848,0.818571429,0.818109244,0.818571429,0.821217532,0.821217532,0.823696524,0.867326097,0.852941176,0.852941176,0.848076923,0.861111111,0.892857143,0.860148515,0.892857143,0.864302748,0.870576674,0.880065947,0.884615385,0.872933884,0.877643413,0.913109756,0.923295455,0.924556213,0.961538462,0.972877358,0.891973126,0.892857143,0.929226996,0.916666667,0.914502165,0.95505618,0.953947368,0.994722222,1,1.006298221,1.034608203,1.019184652,1,1.010213556,1,1.05,1.045454545,1.05,1.090909091,1.050914634,1.106481481,1.160061685,1.136616569,1.154408457
Madison,WI,Madison,Dane County,99,,,,,,,,,,,,,,,,,,0.9375,0.9375,0.95275806,0.997967177,0.988051471,1.082779571,1.086956522,0.94,0.98308563,1.002673797,0.987124464,0.933339446,0.926829268,0.939924812,0.89429443,0.879310345,0.928465367,0.956284153,0.952575634,0.95,0.966666667,0.966666667,0.966666667,0.966828479,0.965365123,0.966666667,0.96969697,1.011146497,1.053042122,1.101330622,1.089409488,1.072222222,1.052083333,1.033333333,1,1.033333333,1.00810537,1.001846722,1.003875969,1.07589658,1.122971819,1.125588474,1.175879397,1.158333333,1.093851924,1.05085111,1.04268379,1.040799334,1.057178962,1.142544703,1.140051238,1.16444182,1.08,1.08,1.086202036,1.127141569,1.128205128,1.129827445,1.128205128,1.14158602,1.138461233,1.111194229,1.139481707,1.189842301,1.104100946,1.155486677,1.171875,1.193520887,1.219387755,1.200657895,1.206896552,1.206079855,1.201966041,1.184032476,1.182553957,1.318181818,1.318065268,1.24875,1.289473684,1.281793678,1.24,1.22625929,1.225728155,1.202586207,1.223504871,1.235632184,1.256260434,1.327046784,1.312154696
Norfolk,VA,Virginia Beach-Norfolk-Newport News,Norfolk City,100,,0.977663186,1.023068465,1.018518519,1.003383191,1.012811192,1.014238195,0.992063492,1.086363636,1.036403293,0.991440799,0.976973684,0.975877193,0.992857143,1.017646571,1,1.015886288,0.99375,0.97179878,0.97179878,0.979166667,0.980392157,0.993013972,0.992857143,0.965250965,0.996428571,1.03608631,1.044389912,1.059738134,1.037988096,0.992990654,0.980936819,0.989583333,0.996314781,0.992857143,0.984210526,1,1.003937361,1.006493506,1.020524515,1.016905072,0.993589744,0.992857143,1,1.013364577,0.996507937,1.027777778,1.002631579,1,1,1.006345612,1.017045455,1.03125,1.044071354,1.032538114,1.033908046,1.019056449,1.033908046,1.046814044,1.028781367,1.046814044,1.072778395,1.06875,1.06875,1.054216867,1.046954315,1.053315995,1.060318228,1.059817945,1.0625,1.068563034,1.044071354,1.064228419,1.083333333,1.063717672,1.071428571,1.05298913,1.053040936,1.059738134,1.085872518,1.034482759,1.055555556,1.035714286,1.040364583,1.029411765,1.05514316,1.071428571,1.071428571,1.080246914,1.064967105,1.071428571,1.087903348,1.064285714,1.055555556,1.063335561,1.096962904,1.091125818,1.097804391,1.125,1.15,1.138888889,1.14673913,1.130952381,1.107027152,1.101146384,1.125
