Title,Summary,Company,Location,Salary
American Express Campus Undergraduate â€“ Data Analytics Full-...,American Express Campus Undergraduate â€“ Data Analytics. Strong analytical skills and demonstrated knowledge of data extraction and analysis techniques using...,American Express,United States,Not available
2019 University Graduate - Product/Data Analyst,"Data visualization skills. We're looking for Data Analysts across many Uber businesses to provide data expertise as we drive growth, retention, engagement, and...",Uber,"San Francisco, CA 94103 (South Of Market area)",Not available
Business Analyst - Analytics & Data Visualization,We are seeking a strong Business Analyst to join our Business Intelligence & Analytics CoE focused on delivering analytics capabilities and bringing data to...,The Coca-Cola Company,"Atlanta, GA 30301 (Buckhead area)",Not available
Junior Reporting Analyst- Operations,The analyst will be responsible for data gathering as well as reporting and analysis. Identify data trends for all operational categories....,Bed Bath & Beyond,"Totowa, NJ 07512",Not available
Data Analyst,"The Data Analysts' key responsibility is to support the Community Education Department and Bariatric Program with accurate, complete, and timely data entry to...",Holy Name Medical Center,"Teaneck, NJ",Not available
R&D Data Analyst,Expertise in data entry. Continually collect and enter data into a variety of presentation documents:. Accurate and timely presentation of data for Product...,Blue Buffalo Co. Ltd Corporate,"Wilton, CT",Not available
Senior Analyst - Predictive Data,Expertise in the use of appropriate software applications and acquisition of data sources including data warehouse to facilitate research....,United Airlines Inc.,"Chicago, IL 60601 (Loop area)",Not available
BUSINESS ANALYST,"Perform data analysis, using in-depth knowledge of databases. Discuss issues and questions related to claims data analysis, issue documentation;...",Primesoft Consulting,"Piscataway, NJ",Not available
Senior HRIS Analyst,Coordinate with internal staff to identify and resolve data integrity issues. Is seeking a senior HRIS analyst to join our human resources team....,"SRC, Inc.","Syracuse, NY 13212",Not available
Data Analyst,At least 3 years of experience as a data analyst. Pandata is a Cleveland-based group of data scientists who help organizations derive value from data....,Pandata LLC,"Cleveland, OH",Not available
Tier 1 Help Desk Analyst,The shift will streamline the district process and data flow and help to improve data accuracy for districts....,Knowledge Services,"Nashville, TN",Not available
Data Governance Analyst,"2+ year industry experience as a business analyst, data analyst, or in a data quality management role. Work as part of a team of data governance analysts to...",Indeed,"New York, NY",Not available
Associate CRM Data Analyst,AXIS Data Administration. Agency Onboarding Data Validation. Manage the data migration process from the field into AXIS....,Arthrex,"Naples, FL 34108",Not available
"financial analyst, Data Management - Seattle, WA","Maintains a library of financial reports, backup data and documentation. May administer financial database, including user access control, system enhancements...",Starbucks,"Seattle, WA 98134 (Industrial Complex area)",Not available
BUSINESS ANALYST,"Perform data analysis, using in-depth knowledge of databases. Discuss issues and questions related to claims data analysis, issue documentation;...",Primesoft Consulting,"Piscataway, NJ",Not available
Data Analyst,Inventory data assets and create data catalog. Archive infrequently used data. The successful candidate will be working through a great deal of bioinformatic...,Leap Here LLC,"Des Moines, IA 50327","$60,000 - $80,000 a year"
Data Analyst,Bank is seeking a Data Analyst with Service Now experience to contribute toward the success of our technology initiatives....,U.S. Bank,"Gresham, OR",Not available
Data Analytics Analyst,"Find and incorporate external data sources to enhance client data. Comfortable with big data. Develop necessary data cleansing, statistical, validation and...",Inmar,"Rogers, AR",Not available
Forecasting/Data Analyst,"Assist in modeling and/or forecasting multiple data points. The Forecasting/Data Analyst will assist in analyzing, collecting and preparing data sets,...",John Burns Real Estate Consulting,"Folsom, CA",Not available
Data Analyst - Baptist Jacksonville,The Data Steward works closely with the system HIM Director to create and use critical thinking skills to anlyze data to distribute statistical reports for...,Baptist Health,"Jacksonville, FL 32207 (Spring Park area)",Not available
Entry-Level Sales Planning Analyst,You will be required to work through customer portals to retrieve data and cross reference information with internal systems to ensure data accuracy for future...,"Franco Manufacturing Co., Inc.","Metuchen, NJ 08840",Not available
Healthcare Data Analyst,"Medical, Database, Epidemiology, Public Health, Data Analyst, Healthcare, Technology, Data. The data analyst is passionate about healthcare delivery in a...",Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)",Not available
Business Intelligence Analyst,"Should be experienced with data cleansing, data management, data analysis and have a natural curiosity to solve complex business problems combining both...",Carpenter Technology Corporation,"Reading, PA",Not available
Data Scientist,"Translate business opportunities into data-driven machine learning, big data and modeling solutions that revamp our processes or produce data products....",Quicken Loans,"Detroit, MI",Not available
Data Link Analyst Moorestown NJ,Data Link Analyst. The Data Link Analyst will provide support for the Navy Combat Systems running Simulation systems....,"Future Technologies, Inc.","Moorestown, NJ",Not available
Media Management Analyst,"The Media Analyst will be responsible for supporting the team with day to day project management, including data analysis and report development....",Accenture,"New York, NY 10011 (Chelsea area)",Not available
"Data Analyst, Business Intelligence - Entry level","This role will also be responsible for the creation, design and execution of Call Plans, Targeting assignments, Sales Force Optimization & Alignments, and...",Syneos Health Commercial Solutions,"Somerset, NJ",Not available
Data Analyst,Data Analyst job qualifications and requirements:. Data Analyst duties and responsibilities of the job*. Data Analysts often make recommendations about the...,Elite IT Professionals Inc,"San Francisco, CA","$80,000 - $90,000 a year"
Data Analyst Trainer,"Our rapidly growing IT staffing company in US is actively looking for Quality Analyst,Business Analyst,Data Analyst trainer who can train our consultants....",Concept Technology,"Bridgewater, NJ 08807","$50,000 - $60,000 a year"
"Data Analytics Analyst - Columbus, OH",JPMorgan Chase is seeking talented candidates for a Data Analytics Analyst position in our Asset and Wealth Management (AWM) Supervisory group....,JP Morgan Chase,"Columbus, OH 43240 (Far North area)",Not available
Business Analyst,"Fusion is currently seeking a Business Analyst to join our growing team based out of our corporate office in Woodbridge, NJ....",Fusion Health,"Woodbridge, NJ 07095",Not available
Senior Analyst - Predictive Data,Expertise in the use of appropriate software applications and acquisition of data sources including data warehouse to facilitate research....,United Airlines Inc.,"Chicago, IL 60601 (Loop area)",Not available
Junior Reporting Analyst- Operations,The analyst will be responsible for data gathering as well as reporting and analysis. Identify data trends for all operational categories....,Bed Bath & Beyond,"Totowa, NJ 07512",Not available
Data Analyst,"The Data Analyst uses their top-notch business analytics skills to solve root-cause problems in the area of logistics, supply chain and finance....",Trax Technologies,"Universal City, CA",$15 - $18 an hour
Associate Data Scientist,"Basic Function Conduct statistical analysis, data visualization, and modeling of production and research data upon request....",Brown-Forman,"Louisville, KY 40216",Not available
eCommerce Business Analyst - Mobile,"ECommerce Business Analyst - Mobile. Uline seeks an eCommerce Business Analyst (Mobile) at its Corporate Headquarters in Pleasant Prairie, WI....",Uline,"Pleasant Prairie, WI 53158",Not available
Encounter Data Analyst,"Works closely with IT to ensure data completeness, data accuracy, and data availability. The Encounter Data Analyst evaluates encounter data and identifies...","INTEGRA MLTC, INC.","Lake Success, NY",Not available
Finance Analyst or Analytics Intern,"Working with large data sets, turning them into actionable recommendations and high-impact business outcomes, you will also get to learn about a wide range of...",eBay Inc.,"San Jose, CA",Not available
Data Analyst-With Advanced Excel,Submit statistical data for purchasing. Prepare and analyze statistical data used for forecasting. This individual will prepare data analytics for the purpose...,Confidentiale,"San Antonio, TX",Not available
Jr. Business Analyst,The Analyst must be a detail oriented person that is very well versed in Excel data analysis techniques....,FantaSea Resorts,"Atlantic City, NJ",Not available
Operations Analyst (Entry Level),Import and reconcile data based on client requirements. The Operations Analyst will serve as the go-to client resource for our Compliance Services clients....,Sovos Compliance,"Wilmington, MA 01887",Not available
Data Analyst,An Operational DATA Analyst of DATA Solutions will be a key individual in handling both pro-active and re-active cases for our existing customer base....,DealerSocket,"Draper, UT 84020",Not available
Data Analyst - Entry Level,"Analyze and manage data using SAS, R, SQL and other statistical programming languages as required. The role of Analytics team is to design innovative analytic...",Cobbs Creek Healthcare LLC,"Newtown Square, PA",Not available
Data Analyst,"The Data Analyst position will support the VP Finance, specifically related to the Foundationâ€™s Industry Transformation Initiative....",Foundation for a Smoke-Free World,"New York, NY 10017 (Midtown area)","$75,000 - $90,000 a year"
Data Analyst Intern,"Analyze complex system behavior from multiple sources, performance, and application monitoring data. Demonstrates experience, familiarity and ease with handling...",Paypal,"San Jose, CA",Not available
Data Analyst,"Act as a global POC between CommOps analysts and Product / Data Engineering teams, to ensure CommOps data needs are met....",Uber,"San Francisco, CA 94103 (South Of Market area)",Not available
Data Scientist Entry Level/ Early Career,"Ability to understand various data structures and common methods in data transformation. 0-2 yearsâ€™ practical experience with SAS, ETL, Data Processing,...",DXC,"New Orleans, LA 70121",Not available
Entry level Business Data Analyst,Business Analyst and Data Analyst position with one of our best client . Input internal and client data into excel to manage discrepancy tracking....,"IQlogg, Inc","Stamford, CT","$50,000 - $60,000 a year"
Data Analyst Intern,Perform data mining on both structured and unstructured data. You will be a member of a team which specializes in data science and operational excellence....,Intel,"Phoenix, AZ 85018 (Camelback East area)",Not available
Technical Analyst,The opportunity is to lead the delivery of 2-4 clients on our Curie AI and ARO Data Control/Management platforms....,EZOPS Inc,"New Brunswick, NJ","$60,000 - $90,000 a year"
LCAT: Operations Research Analyst,"$103,435 a yearData Statistics Analyst*. The contractor shall possess the capability to develop Data Structure for application development....","GEM Technology, Inc.","Edgewood, MD","$103,435 a year"
Game Data Analyst,Gather user experience and feedback data from customers and game players to identify opportunities for data driven design of game features....,Monarc Gaming Labs,"Los Angeles, CA 90010",Not available
"Data Analyst, Distribution & Administrative Services","Experience with data in various forms (data warehouses/SQL, unstructured data environments). Demonstrated experience in analysis, preparation and presentation...","Broadcast Music, Inc","Nashville, TN",Not available
Web Analyst (M/F),"ComposÃ©e de Data Engineers, Data Scientists, DÃ©veloppeurs BI, Data Steward et Data Analysts, notre Ã©quipe cherche en permanence Ã  se renforcer et Ã  intÃ©grer de...",DISNEY,"Spotswood, NJ",Not available
Financial Analyst III,Experience leading and directing detailed data analysis projects; Supports management in making data driven decisions by providing clear and accurate financial...,Partnership HealthPlan of California,"Fairfield, CA",Not available
ETL Datastage Analyst,Understanding of Data Models and Data Analysis. Experience with Data Integration:. Demonstrate an understanding of technology and digital frameworks in the...,Accenture,"Edison, NJ",Not available
Business Analyst,"Requires Bachelor's degree or foreign equivalent in Computer Science, Engineering (any), Pharmacy, Business Administration, Management, or related and 5 years...","Scadea Solutions, Inc.","Somerset, NJ","$124,000 a year"
Data Analyst,"Data Analyst # 123419. Tableau), big data and business intelligence concepts. Input in to the GOSD strategy of risk analytics and managerial reporting and the...",Credit Suisse,"Raleigh, NC",Not available
Entry-Level Real Time Analyst,"Strong written and verbal communication skills, including data presentation. Work closely with Scheduling and Forecasting Analysts providing real-time trending...",Wayfair,"Horseheads, NY",Not available
Data Quality Analyst,The project manager will assist in gathering data to support business process enhancements and resolve issues....,Express Scripts,"St. Louis, MO 63121",Not available
Data Scientist Entry Level/Early Career,"Ability to understand various data structures and common methods in data transformation. 0-2 yearsâ€™ practical experience with SAS, ETL, Data Processing,...",DXC Technology,"New Orleans, LA",Not available
Data Analyst,"The Data Analyst collaborates with team members, technical delivery partners, systems analysts, product and business partners to evaluate analytical needs,...",Cigna,"Bloomfield, NJ",Not available
Data Scientist Summer Internship 2019,"We are pleased to offer a position as Data Scientist:. You will be responsible for extracting, analyzing and monitoring data related to BMW Digital Services....",BMW Technology Corporation,"Chicago, IL",Not available
Data Analyst - Newark,3+ years working experience as a data analyst or business data analyst. Acquire data from primary or secondary data sources and maintain databases/data systems....,Tesla,"Newark, CA",Not available
Data Analyst,"A minimum of 5 years' experience data analysis, data science or business intelligence. Weâ€™re searching for a talented Data Analyst who is highly skilled in...",Procare Software,"Medford, OR 97501",Not available
Actuarial Analyst,"The Actuarial Analyst will, at a minimum, possess the following credentials:. Understanding of database structures and reporting financial information, and the...",Dominion National,"Arlington, VA 22202 (Aurora Highlands area)",Not available
DB2 Database Analyst (DBA),"Location: Richmond, VA / Contract This level is staffed by individuals who have an excellent understanding of database management. IBM z/OS The successful...",Leading Edge Systems,"Richmond, VA",Not available
Healthcare Data Analyst,"3 years experience in data analytics position. Preparation, review, and delivery of the standard reports and data for TPA clients....",First Choice Health,"Seattle, WA",Not available
BI Analyst,Maintain the quality and integrity of data collected for decision making. The incumbent gains working knowledge of related source data systems and tool sets....,Hackensack University Med Cntr,"Edison, NJ",Not available
Data Analyst (Entry Level),"Work independently, or in teams on complex level data gathering, checking, manipulation, analysis, reporting and data quality assurance tasks with minimal...",Vertafore,"Greenwich, CT 06831",Not available
Accenture Analyst - Northeast - Entry Level,"Accenture Analysts are forward-thinking, well-rounded people with outstanding academic performance and high learning agility....",Accenture,"Florham Park, NJ 07932",Not available
Healthcare Data Analyst,"Analyze payment data and assist with billing and collections in an employee friendly environment. $40,000.00 to $60,000.00 /year....","Red Horizon, LLC","Houston, TX 77003 (East End area)","$40,000 - $60,000 a year"
Data Analyst,"Cognizant is looking for Data Analyst with the following qualifications:. 13NF data modelingPL3Desired. Develop and implement databases, data collection systems...",Cognizant,"Hoboken, NJ",Not available
People Analytics Analyst,"People Analytics Analyst. Identify trends in the data, pointing out anomalies and opportunities. Ability to analyze and document complex data points and trends....",ServiceNow,"San Diego, CA",Not available
: Data Analyst â€“ Pharmacy / PBM,"Data Analyst for the Stakeholder Comms Team*:. Team needs a person with strong data analytic skills to look at data across a few areaâ€™s in RX (Reporting, Sales...",Swinsoft,"Atlanta, GA",Not available
R&D Center Data Analyst,"Data Analyst, WW R&D Center. Data mine large, complex and ambiguous data with a single goal in mind:. The WW R&D Center is seeking an exceptionally talented...",Amazon.com,"Sumner, WA",Not available
Systems Analyst - IT - Full Time Days,The Systems Analyst is responsible for the data and programming needs for the Health System. Systems Analyst - IT - Full Time Days....,Olean General Hospital,"Olean, NY 14760",Not available
Data Analyst,"5 years in complex problem solving with customers, data analytics, or related competencies. Evaluate current/existing data systems and provide input on...","Lumark Technologies, Inc.","Washington, DC",Not available
Business Process Analyst,"Customer Operations Business Process Analyst. A 4-year degree in business, MIS, computer science, engineering or equivalent is recommended but can be...",Polyconcept North America,"New Kensington, PA 15068",Not available
Digital Analyst,"$75,000 - $85,000 a year                            Part of the Audience Engagement and Analytics team, the Digital Analyst leads the integration and analysis of data from multiple sources to identify trends,...",Education Week,"Bethesda, MD 20814","$75,000 - $85,000 a year"
BI Analyst,"$125,000 a yearData product training. Duties/Responsibilities for BI Analyst. Job Requirements for BI Analyst. Deliver data, analysis and BI needs across the organization....",SkyBridge Resources,"Bradenton, FL 34205","$125,000 a year"
Language Data Specialist,Provide day-to-day expert support for a team of data analysts. Amazon Devices is seeking a Language Data Specialist to join our international data team to...,Amazon.com,"Boston, MA",Not available
Analytical Data Reviewer,Educate analysts to improve analytical data documentation & reporting. Ensures that all affiliated data including electronic data and respective notebooks...,Tulex Pharmaceuticals,"Cranbury, NJ",Not available
"Data Analyst, Quality Assurance","To support these efforts, our data and research team is looking for a highly detail-oriented data analyst to join our team of data quality specialists....",Pinto,"New York, NY","$50,000 - $70,000 a year"
"Data Analyst Intern, Early Career Program, Summer 2019",A Data Analyst in IT works to use data from our systems to help us make informed strategic decisions given the data available....,MassMutual,"Springfield, MA 01103 (Metro Center area)",Not available
"Watson Health - Data Analyst, GA","Support initiatives for data integrity, data quality, data lineage, master data management, metadata management and normalization....",IBM,"Smyrna, GA 30081",Not available
Data and Reporting Analyst,"Troubleshoot when needed by identifying flaws and errors in the data and any upstream data issues. Able to tell a story, using data....",FIS Global,Remote,Not available
Data Analyst Supporting the DEA,Extract data from data base. A Data Analyst must meet the following qualifications:. Ability to enter and retrieve data from data bases....,FSA,"Quantico, VA 22134",Not available
Data Analyst,Work with data systems professionals to develop the infrastructure and format for new data sources so they can be leveraged and analyzed....,Bose,"Framingham, MA 01701",Not available
Business Data Analyst I,This position will work closely with other business data analysts to develop technical requirements and comprehensive solutions to extract and transform data...,Liberty University,"Lynchburg, VA",Not available
Business Intelligence Analyst,"4+ years of data analysis experience. Experience with Tableau or similar data visualization tools. Proficient in SQL, data analysis, advanced excel and report...",OneSpan (formerly Vasco),"Chicago, IL",Not available
Analyst,"Reporting to the Senior Vice President, Nexera Consulting the Analyst is responsible for creating and managing financial tools, conducting research, and...",Nexera,"New York, NY",Not available
Operations Analyst,We are searching for an experienced Operations Analyst who can gather important company data and compile it into reports sales leaders and departmental managers...,AuDtalent,"Somerset, NJ",Not available
Security Application Analyst 3-Splunk,"Seeking a candidate who has experience with data analytics, data science, and a strong Linux background. High level of proficiency in data logging tools and...",Huntington Ingalls Industries,"Newport News, VA",Not available
"Associate, Business Analysis | Data Analyst",Proven working experience as a data analyst or business data analyst with a strong technology infrastructure background....,JP Morgan Chase,"Lewisville, TX 75067",Not available
"Junior Data Analyst - Sacramento, CA",Junior Data Analyst. Detail oriented with excellent typing and data entry skills. Ability to perform the essential functions of the Junior Data Analyst job...,Goodwill Sacramento Valley and Northern Nevada,"Sacramento, CA 95826",$18 an hour
Data Analyst,The Data Analyst role is to provide critical capacity analysis for the Store Planning & Design department for numerous projects & initiatives....,Ross Stores,"Dublin, CA 94568",Not available
Data Analyst,Analyze data for quality issues and work with other team members to implement data quality solutions. Manage information and data assets of the Columbus Zoo and...,Columbus Zoo and Aquarium,"Powell, OH 43065",Not available
Data Analyst Intern,"Use various data querying tools such as SAS, Oracle SQL Developer, Teradata SQL Assistant, and Tableau to extract data to create reports to support operational...",Mid-Atlantic Permanente Medical Group,United States,Not available
Data Analyst,Strong understanding of SQL to manipulate data and/or other big data querying languages. AT&T is seeking a Data Analyst to partner with Entertainment Operations...,AT&T,"El Segundo, CA 90245",Not available
Data Analyst,"Data Analyst Analyze, design and develop Citrix applications, VMware and Web based applications. Involve in implementation and development of software systems...",Hightech Consulting (HTC),"Somerset, NJ",Not available
Data Analyst,Processing/structuring non-relational clickstream data. Managing data sources for Revenue Optimization and Modeling efforts utilizing current data architecture...,NESS USA INC,"San Francisco, CA",$40 - $44 an hour
Data Analyst,"Inovalon Inc., seeks Data Analyst for multiple openings. Diagnose data related problems on the test environment;...",Inovalon,"Bowie, MD 20715",Not available
Data Analyst,Job Description â€“ Data Analyst*. Department-specific KPI data. Resourceful in compiling data when not readily available and/or finding proxy data points....,Mathnasium Corporate Offices,"Los Angeles, CA",Not available
Data Analyst,"$18 - $21 an hour                            AS or BS in Data Analytics or Database Design/Report Writing or related field or a combination of education and at least 5 years of work experience....",CONFIDENTIAL,"Lakeland, FL 33813",$18 - $21 an hour
"Data Analyst, Rush Department of Infectious Diseases","The Data Analyst will work under the supervision of the Senior Data Analyst. Data Analyst, Rush Department of Infectious Diseases....",Rush University Medical Center,"Chicago, IL",Not available
Healthcare Data Analyst,Revenue cycle data analyst*. Acquire data from primary or secondary data sources and maintain databases/data systems....,Cohesive RevOps,"Tulsa, OK",Not available
Data Analyst,"The Data Analyst will:. Aggregate views of data sources into meaningful hierarchies. 0-2 years of experience in analysis, information science, data...",Delta TechOps,"Atlanta, GA 30354 (Lakewood Heights-Southeastern area)",Not available
Data Quality Analyst,Candidate should have a minimum of 5 years of Data Quality experience and solid Data Governance framework experience....,Bose,"Boston, MA",Not available
"Data Analyst @ SpectraMedix, NJ",SpectraMedix seeks a Data Analyst to support its growing healthcare business. Data Analytics Leadership. The Data Analyst role will participate in activities in...,SpectraMedix,"East Windsor, NJ",Not available
EPIC Healthcare Data Analyst,Care Management data:. Assist the data warehouse team to perform data conversions including extracting. Healthcare data from Epic Healthy Planet and other EHR...,Fipsar Inc.,"Township of Hillsborough, NJ",$60 - $80 an hour
Intern - Quantitative Analyst (Summer),"Assist project team members in conducting quantitative analysis based on stated goals and preferences including selecting, managing data, choosing analytic...",Children's Healthcare of Atlanta,"Atlanta, GA 30341",Not available
Lab Data Analyst,The Lab Data Analyst maintains responsibility for the Laboratory Computer System to maintain maximum efficiency of operation....,Saint Peterâ€™s Healthcare System,"New Brunswick, NJ 08901",Not available
Data Analyst Intern to Full Time Hire,Assist in procurement of data from various sources and perform data audits. The data analyst will work in our main office in New York City on a daily basis....,BuyerGenomics,"New York, NY",Not available
Reporting and Data Analyst I,Accountable for driving the data and analysis needed to assist the management team with. Make recommendations to Senior Leadership on maximizing the efficiency...,Vonage,"Atlanta, GA",Not available
Associate Data Analyst,"Associate Data Analyst contract in Purchase, NY. Strong knowledge of relevant technology tool sets for data analysis and documentation including SQL, data...",Talent & Acquisition LLC,"Purchase, NY",Not available
Data Analyst - Senior Associate,"Our Data and Analytics consultants help clients maximize the value of their data. Applicable sources of external, internal or new data sources to support...",Guidehouse,"Washington, DC",Not available
Data Analyst (Homeowners Insurance),Proficiency in data analysis software (e.g. The Data Analyst is responsible for creating monthly reports of our homeowners insurance book of business for our in...,Peoples Trust Insurance Company,"Deerfield Beach, FL 33441",Not available
Pricing & Revenue Data Analyst,"Pricing & Revenue Data Analyst*. Data mining â€“ able to review incoming business data, find anomalies, and recommend corrections and solutions....",Lotus Logic,"Norwalk, CT",Not available
